cn,sv,vi
耶抑新集之兵不可與戰耶李賁亦中才之將其臨敵制勝不爲不能然卒以两敗身亡者盖不幸而遇陳覇先之善用兵也.,"Ức tân tập chi binh bất khả dữ chiến da? Lí Bí diệc trung tài chi tướng, kì lâm địch chế thắng bất vi bất năng, nhiên tốt dĩ lưỡng bại thân vong giả, cái bất hạnh nhi ngộ Trần Bá Tiên chi thiện dụng binh dã.","Chăng? Hay là quân lính mới họp không thể đánh được chăng? Lý Bí cũng là bậc tướng trung tài, ra trận chế ngự quân địch giành phần thắng không phải là không làm được, nhưng bị hai lần thua rồi chết, bởi không may gặp phải Trần Bá Tiên là kẻ giỏi dùng binh vậy."
史臣鼯士連曰前南帝之兵除暴宜若順乎天矣然而卒敗亡者盖天未欲我國平治耶嗚呼非特遇覇先之善用兵又遭江水之暴涨以助其勢庸非天乎.,"Sử thần Ngô Sĩ Liên viết: Tiền Nam Đế chi hưng binh trừ bạo, nghi nhược thuận hồ thiên hĩ, nhiên nhi tốt trí bại vong giả, cái thiên vị dục ngã quốc bình trị da? Ô hô! Phi đặc ngộ Bá Tiên chi thiện dụng binh, hựu tao giang thuỷ chi bạo trướng dĩ trợ kì thế, dung phi thiên hồ?","Sử thần Ngô Sĩ Liên nói: Tiền Lý Nam Đế dấy binh trừ bạo, đáng là thuận đạo trời, thế mà cuối cùng đến nỗi bại vong, là vì trời chưa muốn cho nước ta được bình trị chăng? Than ôi! Không chỉ vì gặp phải Bá Tiên là kẻ giỏi dùng binh, mà còn gặp lúc nước sông đột ngột dâng lên trợ thế [cho giặc], há chẳng phải cũng do trời hay sao?"
己巳二年梁太清三年.,"Kỉ Tị, nhị niên [Lương Thái Thanh tam niên].","Kỷ Tỵ, năm thứ hai , (Lương Thái Thanh năm thứ ba)."
王居澤中以梁兵不退之故焚香祈禱懇吿于天地神祇於是得龍爪鍪之瑞.,"Vương cư trạch trung dĩ Lương binh bất thoái chi, cố phần hương kì đảo, khẩn cáo vu thiên địa thần kì, ư thị đắc long trảo đâu mâu chi thuỵ.","Vua ở trong đầm thấy quân Lương không lui, mới đốt hương cầu đảo, khẩn thiết kinh cáo với trời đất thần kỳ, thế rồi có điềm lành được mũ đâu mâu móng rồng."
用以擊賊.,Dụng dĩ kích tặc.,Dùng để đánh giặc.
自此軍聲大振所向無敵.,"Tự thử quân thanh đại chấn, sở hướng vô địch.","Từ đó quân thanh lừng lẫy, đến đâu không ai địch nổi."
俗傳澤中神人褚童子時乘黃龍自天而下脱龍爪付王俾戴兜鍪上以擊賊.,"[Tục truyền trạch trung thần nhân Chử Đồng Tử thời thừa hoàng long tự thiên nhi hạ, thoát long trảo phó vương, tỉ đái đâu mâu thượng dĩ kích tặc].","(Tục truyền rằng thần nhân trong đầm là Chử Đồng Tử bấy giờ cưỡi rồng vàng từ trên trời rơi xuống, rút móng rồng trao cho vua, bảo gài lên mũ đâu mâu mà đánh giặc)."
庚午三年梁簡文帝綱太寳元年.,"Canh Ngọ, tam niên, [Lương Giản Văn Đế Cương, Thái Bảo nguyên niên].","Canh Ngọ, năm thứ ba , (Lương Giản Văn Đế Cương, Thái Bảo năm thứ nhất)."
春正月梁授陳覇先威明將軍交州刺史.,"Xuân, chính nguyệt, Lương thụ Trần Bá Tiên Uy minh tướng quân Giao Châu thứ sử.","Mùa xuân, tháng giêng, nhà Lương cho Trần Bá Tiên làm Uy minh tướng quân Giao Châu thứ sử."
覇先又圖欲持守日久使粮絶兵疲則可破會.,"Bá Tiên hựu đồ dục trì thủ nhật cửu, sử lương tuyệt binh bì tắc khả phá hội.",Bá Tiên lại mưu tính cầm cự lâu ngày khiến cho [ta] lương hết quân mỏi thì có thể phá được.
梁有侯景之亂召還委裨將楊孱攻王.,"Lương hữu Hầu Cảnh chi loạn, triệu hoàn, uỷ tì tướng Dương Sàn công vương.","Gặp lúc nhà Lương có loạn Hầu Cảnh, gọi [Bá Tiên] về, uỷ cho tì tướng là Dương Sàn đánh nhau với vua."
王縱兵擊之.,Vương túng binh kích chi.,Vua tung quân ra đánh.
孱拒戰敗死.,"Sàn cự chiến, bại tử.","Sàn chống cự, thua chết."
梁軍潰北歸.,Lương quân hội Bắc quy.,Quân Lương tan vỡ chạy về Bắc.
國乃平.,Quốc nãi bình.,Nước ta được yên.
王入龍編城居之.,Vương nhập Long Biên thành cư chi.,Vua vào thành Long Biên ở.
南帝兄天寳居夷獠中稱桃郎王立國曰野能國.,"Nam Đế huynh Thiên Bảo cư Di Lạo trung, xưng Đào Lang Vương, lập quốc viết Dã Năng quốc.","Anh của Nam Đế là [Lý] Thiên Bảo, ở đất người Di Lạo, xưng là Đào Lang Vương, lập nước gọi là nước Dã Năng."
先是南帝避居屈獠之時天寳與族將李佛子率三萬人入九眞.,"Tiên thị Nam Đế tị cư Khuất Lạo chi thời, Thiên Bảo dữ tộc tướng Lí Phật Tử suất tam vạn nhân nhập Cửu Chân.","Trước đó, khi Nam Đế tránh ở động Khuất Lạo, Thiên Bảo cùng với tướng người họ là Lý Phật Tử đem ba vạn người vào Cửu Chân."
陳覇先追擊.,Trần Bá Tiên truy kích.,Trần Bá Tiên đuổi theo đánh.
之天寳兵敗乃收餘萬人奔哀牢境夷獠中見桃江原頭野能洞地廣衍沃可居築城居之因地名建國號.,"Chi, Thiên Bảo binh bại, nãi thu dư chúng vạn nhân bôn Ai Lao cảnh Di Lạo trung, kiến Đào Giang nguyên đầu Dã Năng động, địa quảng diễn ốc khả cư, trúc thành cư chi, nhân địa danh kiến quốc hiệu.","Thiên Bảo bị thua, bèn thu nhặt quân còn sót được vạn người chạy sang đất người Di Lạo ở Ai Lao, thấy động Dã Năng ở đầu nguồn Đào Giang, đất phẳng rộng màu mỡ có thể ở được, mới đắp thành để ở, nhân tên đất ấy mà đặt quốc hiệu."
至是推為主稱桃郎王.,"Chí thị chúng suy vi chủ, xưng Đào Lang Vương.","Đến bây giờ quân chúng tôn làm chúa, xưng là Đào Lang Vương."
乙亥八年梁敬帝方智紹泰元年.,"Ất Hợi, bát niên, [Lương Kính Đế Phương Trí, Thiệu Thái nguyên niên].","Ất Hợi, năm thứ tám , (Lương Kính Đế Phương Trí, Thiệu Thái năm thứ nhất)."
桃郎王卒于野能國無嗣推李佛子為嗣統其.,"Đào Lang Vương tốt vu Dã Năng quốc, vô tự, chúng suy Lí Phật Tử vi tự, thống kì chúng.","Đào Lang Vương mất ở nước Dã Năng, không có con nối, quân chúng suy tôn Lý Phật Tử lên nối ngôi, thống lĩnh quân chúng."
丁丑十年梁太平二年陳武帝先永定元年.,"Đinh Sửu thập niên, [Lương Thái Bình nhị niên, Trần Vũ Đế Tiên, Vĩnh Định nguyên niên].","Đinh Sửu, năm thứ mười , (Lương Thái Bình năm thứ hai, Trần Vũ Đế Tiên, Vĩnh Định năm thứ nhất)."
李佛子率東下與王戰于太平縣凣五接陣未决勝負而佛子兵少却意王有異術乃和請盟.,"Lí Phật Tử suất chúng Đông hạ, dữ vương chiến vu Thái Bình huyện, phàm ngũ tiếp trận, vị quyết thắng phụ, nhi Phật Tử binh thiểu khước, ý Vương hữu dị thuật, nãi giảng hoà thỉnh minh.","Lý Phật Tử đem quân xuống miền Đông đánh nhau với vua [Triệu Việt Vương] ở huyện Thái Bình, năm lần giáp trận, chưa phân thắng bại, mà quân của Phật Tử hơi lùi, ngờ là vua có thuật lạ, bèn giảng hoà xin ăn thề."
王以佛子前南帝族不忍絶遂割界于君臣州今慈廉縣上下葛二社是也居國之.,"Vương dĩ Phật Tử tiền Nam Đế tộc, bất nhẫn tuyệt, toại cát giới vu Quân Thần châu [Kim Từ Liêm huyện Thượng Hạ Cát nhị xã thị dã] cư quốc chi.","Vua nghĩ rằng Phật Tử là người họ của Tiền Nam Đế, không nỡ cự tuyệt, bèn chia địa giới ở bãi Quân Thần (nay là hai xã Thượng Cát, Hạ Cát ở huyện Từ Liêm) cho ở phía."
西遷嗚鳶城今慈廉縣下姥社是也其社今有八郎神祠盖雅郎之祠也.,"Tây, thiên Ô Diên thành [Kim Từ Liêm huyện, Hạ Mỗ xã thị dã, kì xã kim hữu Bát Lang thần từ, cái Nhã Lang chi từ dã].","Tây của nước [Phật Tử] dời đến thành Ô Diên (nay là xã Hạ Mỗ, huyện Từ Liêm, xã ấy nay có đền thờ thần Bát Lang, tức là đền thờ Nhã Lang vậy)."
後佛子有子雅郎求婚王女杲娘.,Hậu Phật Tử hữu tử Nhã Lang cầu hôn Vương nữ Cảo Nương.,"Sau Phật Tử có con trai là Nhã Lang, xin lấy con gái của vua là Cảo Nương."
許之遂成姻好.,"Hứa chi, toại thành nhân hảo.","Vua bằng lòng, bèn thành thông gia."
王鍾愛杲娘居雅郎爲贅壻焉夫居妻家日贅壻.,"Vương chung ái Cảo Nương, cư Nhã Lang vi chuế tế yên phu cư thê gia. nhật chuế tế].","Vua yêu quý Cảo Nương, cho Nhã Lang ở gửi rể."
庚寅二十三年陳宣帝頊大建二年.,"Canh Dần, nhị thập tam niên, [Trần Tuyên Đế Húc, Đại Kiến nhị niên].","Canh Dần, năm thứ hai mươi ba , (Trần Tuyên Đế Húc, Đại Kiến năm thứ hai)."
雅郎謂其妻曰昔吾两父王為讐今為婚姻不亦善乎然此父何術能却彼父兵.,"Nhã Lang vị kì thê viết: 'Tích Ngô lưỡng phụ vương vi thù, kim vi hôn nhân bất diệc thiện hồ? Nhiên thử phụ hà thuật năng khước bỉ phụ binh?'.","Nhã Lang bảo vợ rằng: 'Trước hai vua cha chúng ta cừu thù với nhau, nay là thông gia, chẳng cũng hay lắm ư? Nhưng cha nàng có thuật gì mà có thể làm lui được quân của cha tôi?'."
杲娘不覺其意密取龍爪兜鍪示之.,"Cảo Nương bất giác kì ý mật, thủ long trảo đâu mâu thị chi.","Cảo Nương không biết ý của chồng, bí mật lấy mũ đâu mâu móng rồng cho xem."
雅郎潜謀易其爪私謂杲娘曰吾聞父母深恩重如天地吾夫婦雅相愛重不忍契闊吾且割愛歸家.,"Nhã Lang tiềm mưu dịch kì trảo, tư vị Cảo Nương viết: 'Ngô văn phụ mẫu thâm ân, trọng như thiên địa, ngô phu phụ nhã tương ái trọng, bất nhẫn khế khoát, ngô thả cát ái quy gia'.","Nhã Lang mưu ngầm tráo đổi cái móng ấy, rồi bảo riêng với Cảo Nương rằng: 'Tôi nghĩ ơn sâu của cha mẹ nặng bằng trời đất, vợ chồng ta hoà nhã yêu quý nhau không nỡ xa cách, nhưng tôi phải tạm dứt tình, về thăm cha mẹ'."
雅郎歸與其父謀襲王取其國.,"Nhã Lang quy, dữ kì phụ mưu tập vương, thủ kì quốc.","Nhã Lang về, cùng với cha bàn mưu đánh úp vua, chiếm lấy nước."
史臣吳士連曰婦人謂嫁曰歸則夫家迺其家也.,Sử thần Ngô Sĩ Liên viết: Phụ nhân vị giá viết 'quy' tắc phu gia nãi kì gia dã.,Sử thần Ngô Sĩ Liên nói: Đàn bà gọi việc lấy chồng là 'quy' thì nhà chồng tức là nhà mình.
王女既嫁雅郎盍歸諸夫家乎何為循嬴秦贅壻之俗以敗亡哉右趙越王起戊辰終庚寅凣二十三年.,"Vương nữ ký giá Nhã Lang, hạp quy chư phu gia hồ? hà vi tuần Doanh Tần chuế tế chi tục, dĩ trí bại vong tai! Hữu Triệu Việt Vương, khởi Mậu Thìn, chung Canh Dần, phàm nhị thập tam niên.","Con gái vua đã gả cho Nhã Lang thì sao không cho về nhà chồng mà lại theo tục ở gửi rể của nhà Doanh Tần để đến nỗi bại vong? Trở lên là kỷ Triệu Vương, từ năm Mậu Thìn đến năm Canh Dần tất cả hai mươi ba năm [năm trăm bốn mươi tám-năm trăm bảy mươi ]."
後李紀.,Hậu Lí KỶ.,KỶ HẬU LÝ.
後李南帝.,Hậu Lí Nam Đế.,HẬU LÝ NAM ĐẾ.
在位三十二年.,Tại vị tam thập nhị niên.,Ở ngôi ba mươi hai năm [năm trăm bảy mươi một-sáu trăm hai].
帝用詐術以併國望賊風而先降終始所行皆非義也.,"Đế dụng trá thuật dĩ tịnh quốc, vọng tặc phong nhi tiên hàng, chung thuỷ sở hành giai phi nghĩa dã.","Vua dùng thuật gian trá để gồm lấy nước, mới thấy bóng giặc đã hàng trước, việc làm trước sau đều phi nghĩa."
帝姓李諱佛子前南帝族將也逐趙越王襲南帝位號都嗚鳶遷峯州.,"Đế tính Lí, huý Phật Tử, tiền Nam Đế tộc tướng dã, trục Triệu Việt Vương tập Nam Đế vị hiệu, đô Ô Diên, thiên Phong Châu.","Vua họ Lý, tên huý là Phật Tử, là tướng người họ của Tiền [Lý] Nam Đế, đuổi Triệu Việt Vương, nối vị hiệu của Nam Đế, đóng đô ở thành Ô Diên, sau dời đến Phong Châu."
辛卯元年陳大建三年.,"Tân Mão, nguyên niên [Trần Đại Kiến tam niên].","Tân Mão, năm thứ nhất , (Trần Đại Kiến năm thứ ba)."
帝渝盟舉兵攻趙越王.,"Đế du minh, cử binh công Triệu Việt Vương.","Vua phụ lời thề, đem quân đánh Triệu Việt Vương."
越王初不覺其意倉卒兵披兜鍪立以待.,"Việt Vương sơ bất giác kì ý, thương tốt đốc binh, phi đâu mâu lập dĩ đãi.","Lúc đầu Việt Vương chưa hiểu ý vua, thảng thốt đốc quân, đội mũ đâu mâu đứng chờ."
帝兵益進趙越王自知勢屈不能禦乃携其女子南奔欲擇險地匿跡所至帝兵皆踵後.,"Đế binh ích tiến, Triệu Việt Vương tự tri thế khuất bất năng ngự, nãi huề kì nữ tử Nam bôn, dục trạch hiểm địa nặc tích, sở chí Đế binh giai chủng hậu.","Quân của vua cùng tiến đến, Triệu Việt Vương tự biết thế yếu không thể chống được, bèn đem con gái chạy về phía nam, muốn tìm nơi đất hiểm để ẩn náu tung tích, nhưng đến đâu cũng bị quân của vua đuổi theo sau gót."
越王引馬奔至大鴉海口阻水歎曰吾窮矣遂投于海.,"Việt Vương dẫn mã bôn chí Đại Nha hải khẩu, trở thuỷ thán viết: 'Ngô cùng hĩ!', toại đầu vu hải.","Việt Vương cưỡi ngựa chạy đến cửa biển Đại Nha, bị nước chắn, than rằng: 'Ta hết đường rồi!', bèn nhảy xuống biển."
帝躡至沙然不知所之乃還.,"Đế niếp chí sa nhiên, bất tri sở chi, nãi hoàn.","Vua đuổi theo đến nơi, thấy mênh mông không biết [Việt Vương] đi đằng nào, bèn trở lại."
趙氏亡.,Triệu thị vong.,Họ Triệu mất nước.
後人以其靈異立祠于大鴉海口奉事之.,"Hậu nhân dĩ kì linh dị, lập từ vu Đại Nha hải khẩu phụng sự chi.","Người sau cho là linh dị, lập đền thờ ở cửa biển Đại Nha."
大鴉今大安縣是也.,[Đại Nha kim Đại An huyện thị dã].,(Đại Nha nay là huyện Đại An).
史臣吳士連曰以覇術觀之.,Sử thần Ngô Sĩ Liên viết: Dĩ bá thuật quan chi.,Sử thần Ngô Sĩ Liên nói: 'Lấy bá thuật mà xét thì'.
後南帝之攻趙越王為計得矣以王道観之曾犬彘之不若也.,"Hậu Nam Đế chi công Triệu Việt Vương vi kế đắc hĩ; dĩ vương đạo quan chi, tằng khuyển trệ chi bất nhược dã.","'Hậu [Lý] Nam Đế đánh Triệu Việt Vương là đắc kế, lấy vương đạo mà xét thì việc ấy đã từng không bằng chó lợn.'"
則前南帝在屈獠時以軍事委越王.,"Tắc? Tiền Nam Đế tại Khuất Lạo thời, dĩ quân sự uỷ Việt Vương.",Thế? Là vì khi Tiền Lý Nam Đế ở động Khuất Lạo đem việc quân uỷ cho Triệu Việt Vương.
王收殘卒㨿夜澤沮洳之險當覇先一世之䧺竟獲其將楊孱北人爲之退師.,"Vương thu tàn tốt cứ Dạ Trạch tự như chi hiểm, đương Bá Tiên nhất thế chi hùng, cánh hoạch kì tướng Dương Sàn, Bắc nhân vi chi thoái sư.","Việt Vương thu nhặt tàn quân giữ hiểm ở Dạ Trạch bùn lầy, đương đầu với Trần Bá Tiên là người hùng một đời, cuối cùng bắt được tướng của y là Dương Sàn. Tiên, người phương Bắc, phải lui quân."
時帝竄居夷中圖脱虎口而已.,"Thời đế thoán cư Di trung, đồ thoát hổ khẩu nhi dĩ.","Bấy giờ vua [Hậu Nam Đế] trốn trong đất Di [Lạo], chỉ mong thoát khỏi miệng hùm mà thôi."
幸而覇先北歸天寳繼沒乃舉兵攻越王譎計請和約為婚姻.,"Hạnh nhi Bá Tiên Bắc quy, Thiên Bảo kế một, nãi cử binh công Việt Vương, quyệt kế thỉnh hoà ước vi hôn nhân.","May mà Bá Tiên về Bắc, [Lý] Thiên Bảo chết, mới đem quân đánh [Triệu] Việt Vương, dùng mưu gian trá xin hoà, kết làm thông gia."
王以誠待之割地居之所行皆出於正交好有道朝聘以時非久安長治之道邪.,"Vương dĩ thành đãi chi, cát địa cư chi, sở hành giai xuất ư chính, giao hảo hữu đạo, triều sính dĩ thời, khởi phi cửu an trường trị chi đạo?","Việt Vương lấy lòng thành đối đãi, cắt đất cho ở, những việc làm của Việt Vương đều là chính nghĩa, giao hảo phải đạo, thăm viếng phải thời, há chẳng phải là đạo trị yên lâu dài hay sao?"
顧乃用雅郎之邪謀拂人倫之正道㥯功利滅仁義攻取其國雖曰得之而雅郎先子身不免為侼虜為利乎.,"Tà cố nãi dụng Nhã Lang chi tà, mưu phất nhân luân chi chính đạo, cấp công lợi diệt nhân nghĩa, công thủ kì quốc, tuy viết đắc chi nhi Nhã Lang tiên tử, thân bất miễn vi bột lỗ, khởi vi lợi hồ?","Thế mà [Hậu Nam Đế] lại dùng mưu gian của Nhã Lang, vứt bỏ chính đạo nhân luân, kíp tham công lợi mà diệt nhân nghĩa, đánh cướp lấy nước, tuy rằng lấy được, mà Nhã Lang thì chết trước, bản thân cũng không khỏi làm tù, có lợi gì đâu?"
壬戌三十二年隋文帝楊堅仁壽元年.,"Nhâm Tuất, tam thập nhị niên, [Tuỳ Văn Đế Dương Kiên, Nhân Thọ nguyên niên].","Nhâm Tuất, năm thứ ba mươi hai , (Tuỳ Văn Đế Dương Kiên, Nhân Thọ năm thứ nhất)."
帝遣其兄子代權㨿龍編城別帥李普鼎㨿嗚鳶城時帝都峯州.,"Đế khiển kì huynh tử Đại Quyền cứ Long Biên thành, Biệt soái Lí Phổ Đỉnh cứ Ô Diên thành [Thời đế đô Phong Châu].","Vua sai con của anh là [Lý] Đại Quyền giữ thành Long Biên, Biệt suý là Lý Phổ Đỉnh giữ thành Ô Diên (bấy giờ vua đóng đô ở Phong Châu)."
隋楊素薦瓜州刺史長安劉方有將帥之畧.,"Tuỳ Dương Tố tiến Qua Châu Thứ sử Trường An Lưu Phương, hữu tướng soái chi lược.","Dương Tố nhà Tuỳ tiến cử Thứ sử Qua Châu là Lưu Phương người Trường An, có tài lược làm tướng."
隋帝詔以為交州道行軍縂管統二十七營來侵.,"Tuỳ Đế chiếu dĩ vi Giao Châu Đạo hành quân tổng quản, thống nhị thập thất doanh lai xâm.","Vua Tuỳ xuống chiếu lấy Tố làm Giao Châu đạo hành quân tổng quản, thống lĩnh hai mươi bảy doanh quân sang xâm chiếm."
方軍令嚴肅有犯必斬.,"Phương quân lệnh nghiêm túc, hữu phạm tất trảm.","Quân lệnh của Phương rất nghiêm, ai phạm tất chém."
然性仁愛士卒有疾病者親臨撫養士卒亦以此懷其德而畏其威.,"Nhiên tính nhân ái, sĩ tốt hữu tật bệnh giả, thân lâm phủ dưỡng sĩ tốt, diệc dĩ thử hoài kì đức nhi uý kì uy.","Nhưng Phương tính nhân ái, binh sĩ người nào ốm đau đều thân đến thăm viếng nuôi dưỡng, quân lính ai nấy đều mến đức và sợ uy."
至都隆嶺遇草賊擊破之進軍臨帝營先諭以禍福.,"Chí Đô Long lĩnh ngộ thảo tặc, kích phá chi, tiến quân lâm đế doanh, tiên dụ dĩ hoạ phúc.","Đến núi Đô Long gặp giặc cỏ, Phương đánh tan hết, rồi tiến quân sang đến cạnh dinh của vua, trước lấy hoạ phúc mà dụ."
帝惧請降北歸薨.,"Đế cụ thỉnh hàng, Bắc quy hoăng.","Vua sợ xin hàng, bị đưa về Bắc rồi chết."
民爲立祠于小鴉海口以對趙越王祠.,Dân vi lập từ vu Tiểu Nha hải khẩu dĩ đối Triệu Việt Vương từ.,Dân làm đền thờ ở cửa biển Tiểu Nha để đối với đền thờ Triệu Việt Vương.
史臣吳士連曰南北強弱各以其時.,Sử thần Ngô Sĩ Liên viết: Nam - Bắc Cường nhược các dĩ kì thời.,Sử thần Ngô Sĩ Liên nói: Nam - Bắc mạnh yếu đều có từng lúc.
弱則我強北方強則我亦為之渃.,"Nhược tắc ngã cường, Bắc phương cường tắc ngã diệc vi chi nhược.","Yếu thì ta mạnh, phương Bắc mạnh thì ta cũng thành yếu."
天下大勢然也.,Thiên hạ đại thế nhiên dã.,Thế lớn trong thiên hạ là như vậy.
若夫有國家者脩爾甲兵整爾車徒預備無設險守國事大以禮字小以人.,"Nhược phù hữu quốc gia giả, tu nhĩ giáp binh, chỉnh nhĩ xa đồ, dự bị vô ngu, thiết hiểm thủ quốc, sự đại dĩ lễ, tự tiểu dĩ nhân.","Phàm kẻ có nước phải sửa sang giáp binh, chỉnh đốn xe cộ quân lính, phòng bị việc bất ngờ, đặt hiểm để giữ nước, lấy lễ mà thờ nước lớn, lấy nhân mà vỗ nước nhỏ."
及其暇日申之以孝悌忠信使國人知親上死長之義.,"Cập kì hạ nhật, thân chi dĩ hiếu, đễ, trung, tín sử quốc nhân tri thân thượng tử trượng chi nghĩa.","Ngày nhàn rỗi thì dạy điều hiếu, đễ, trung, tín để cho người trong nước biết rõ cái nghĩa kính thân người trên, chịu chết cho người trưởng."
或見侵陵修之以文吿之以辭將之以玉帛之禮.,"Hoặc kiến xâm lăng, tu chi dĩ văn cáo chi, dĩ từ tương chi, dĩ ngọc bạch chi lễ.","Khi có hoạ xâm lăng thì phải dùng lời văn để sửa đổi ý định của họ, dùng lời nói mà bảo họ, lấy lễ vật ngọc lụa mà biếu cho họ."
猶不免焉雖至於困背城一戰誓以死守與社稷俱存亡然後為無愧.,"Do bất miễn yên, tuy chí ư khốn, bối thành nhất chiến, thệ dĩ tử thủ dữ xã tắc cụ tồn vong, nhiên hậu vi vô quý.","Như thế mà vẫn không tránh được, thì dù đến khốn cùng cũng phải quay lưng vào thành mà đánh một trận, thề tử thủ cùng với xã tắc mất còn, rồi sau mới không hổ thẹn."
安有賊人臨境兵内未接乃惧而請降之理哉帝既柔懦而當時將相曾無一言及之可謂國無人矣.,"An hữu tặc nhân lâm cảnh, binh nội vị tiếp, nãi cụ nhi thỉnh hàng chi lí tai! Đế ký nhu noạ nhi đương thời tướng tướng tăng vô nhất ngôn cập chi, khả vị quốc vô nhân hĩ!","Lẽ nào mới thấy quân giặc đến cõi, chưa xáp binh đao, đã sợ hãi xin hàng! Vua đã hèn nhát mà tướng văn, tướng võ đương thời không ai từng có một lời nào nói đến, có thể bảo là trong nước không có người vậy!"
右後南帝起辛卯終壬戌凣三十二年通計前南帝趙越王合六十二年.,"Hữu Hậu Nam Đế, khởi Tân mão, chung Nhâm Tuất, phàm tam thập nhị niên, thông kế Tiền Nam Đế, Triệu Việt Vương hợp lục thập nhị niên.","Trở lên là kỷ Hậu Lý Nam Đế, từ năm Tân Mão đến năm Nhâm Tuất, tất cả ba mươi hai năm [năm trăm bảy mươi một-sáu trăm hai], tính chung cả Tiền Nam Đế, Triệu Việt Vương là sáu mươi hai năm."
大越史記外紀全書卷之四終.,Đại Việt Sử Ký Ngoại Kỷ Toàn Thư quyển chi tứ chung.,"Đại Việt Sử Ký Ngoại Kỷ Toàn Thư, quyển bốn, kết thúc."
大越史記外紀全書卷之五.,Đại Việt Sử Ký Ngoại Kỷ Toàn Thư quyển chi ngũ.,"Đại Việt Sử Ký Ngoại Kỷ Toàn Thư, quyển năm."
属隋唐紀.,Thuộc Tuỳ Đường KỶ.,KỶ THUỘC TUỲ ĐƯỜNG.
癸亥隋仁壽二年.,"Quý Hợi, [Tuỳ Nhân Thọ nhị niên].","Quý Hợi , (Tuỳ Nhân Thọ năm thứ hai)."
劉方妆獲後南帝舊將目為桀點皆斬之.,"Lưu Phương trang hoạch Hậu Nam Đế cựu tướng, mục vi kiệt điểm, giai trảm chi.","Lưu Phương bắt được tướng cũ của Hậu Nam Đế, cho là gian ác, đều chém cả."
乙丑隋煬帝廣大業元年.,"Ất Sửu, [Tuỳ Dạng Đế Quảng, Đại Nghiệp nguyên niên].","Ất Sửu , (Tuỳ Dạng Đế Quảng, Đại Nghiệp năm thứ nhất)."
春正月劉方新平我土隋群臣有言林邑多奇寶者.,"Xuân, chính nguyệt, Lưu Phương tân bình ngã thổ, Tuỳ quần thần hữu ngôn Lâm Ấp đa kì bảo giả.","Mùa xuân, tháng giêng, Lưu Phương mới dẹp yên nước ta, bầy tôi nhà Tuỳ có người nói nước Lâm Ấp có nhiều báu lạ."
隋帝乃授方驩州道行軍總經略林邑.,"Tuỳ đế nãi thụ Phương Hoan Châu đạo hành quân tổng quản, kinh lược Lâm Ấp.","Vua Tuỳ bèn cho Phương làm Hoan Châu đạo hành quân tổng quản, đi kinh lược nước Lâm Ấp."
方遣欽州刺史寗長真等以步騎萬餘出越裳.,"Phương khiển Khâm Châu Thứ sử Nịnh Trường Chân đẳng, dĩ bộ kị vạn dư xuất Việt Thường.",Phương sai bọn thứ sử Khâm Châu là Nịnh Trường Chân đem quân bộ và quân kỵ hơn một vạn xuất phát từ Việt Thường.
方親率大將軍張蘇困切等以舟師出比境漢縣属日南郡隋置比境郡.,"Phương thân suất đại tướng quân Trương Tốn [Tô Khốn Thiết] đẳng dĩ chu sư xuất Tỉ Cảnh [Hán huyện thuộc Nhật Nam quận, Tuỳ trí Tỉ Cảnh quận].","Phương thân dẫn bọn đại tướng quân Trương Tốn đem thuỷ quân xuất phát từ quận Tỷ Cảnh (huyện của nhà Hán, thuộc quận Nhật Nam; nhà Tuỳ đặt quận Tỷ Cảnh)."
是月軍至海口.,"Thị nguyệt, quân chí hải khẩu.",Tháng ấy quân đến cửa biển.
三月林邑王梵.,"Tam nguyệt, Lâm Ấp Vương Phạn.","Tháng ba, vua Lâm Ấp là Phạn."
志遣兵守險劉方擊走之.,"Chí khiển binh thủ hiểm, Lưu Phương kích tẩu chi.","Chí sai quân ra giữ nơi hiểm yếu, bị Lưu Phương đánh tan chạy."
師度闍黎江.,Sư độ Chà Lê giang.,Quân của Phương qua sông Chà Lê.
林唈兵乘巨象四靣而至方戰不利乃多掘小坑草襨其上以兵挑之既戰佯比.,"Lâm Ấp binh thừa cự tượng tứ diện nhi chí, Phương chiến bất lợi nãi đa quật tiểu khanh, thảo phức kì thượng, dĩ binh khiêu chi, ký chiến dương tỉ.","Quân Lâm Ấp cưỡi voi lớn từ bốn mặt kéo đến, quân của Phương đánh không lợi bèn đào nhiều hố nhỏ, phủ cỏ lên trên, cho quân khiêu chiến, đang đánh giả thua chạy."
林邑人逐之象多陷坑顛躓轉將驚駭軍遂乱.,"Lâm Ấp nhân trục chi, tượng đa hãm khanh điên chí chuyển tướng kinh hãi, quân toại loạn.","Quân Lâm Ấp đuổi theo, voi phần nhiều sụp hố ngã nhào, nhốn nháo kinh hãi, quân trở nên rối loạn."
方以弩射象却走躁其陣.,"Phương dĩ nỗ xạ tượng, khước tẩu tháo kì trận.","Phương cho dùng nỏ bắn voi, voi lùi chạy, xéo giẫm vào hàng trận."
因以銳師繼之.,Nhân dĩ nhuệ sư kế chi.,Phương nhân đó cho quân tinh nhuệ đuổi theo.
林邑大敗俘馘萬計.,"Lâm Ấp đại bại, phu quắc vạn kế.","Quân Lâm Ấp thua to, bị bắt, bị chém kể hàng vạn."
