cn,sv,vi
"心誠歸道中南北
佛德無邊量海河","Tâm thành quy đạo Trung Nam Bắc;
Phật đức vô biên lượng hải hà.","Thành tâm quy đạo Trung, Nam, Bắc.
Đức Phật mênh mông lượng hải hà;"
"菩提樹長千年蔭
優钵花開四序春","Bồ đề thụ trưởng thiên niên ấm;
Vu bát hoa khai tứ tự xuân.","Bồ đề đại thụ nghìn năm bóng;
Ưu bát khai hoa bốn vụ xuân."
"日誦金經祈園敬
時宣玉偈祝民安","Nhật tụng kim kinh kỳ quốc kính;
Thời tuyên ngọc kệ chúc dân an.","Ngày tụng kinh vàng, cầu nước mạnh;
Giờ tuyên kệ ngọc, chúc dân an."
"萬古仰洪麻聖德昭如日月
億年降祀典神威永鎮乾坤","Vạn cổ ngưỡng hồng hưu thánh đức chiêu như nhật nguyệt;
Ức niên giáng tự điển uy vĩnh trấn càn khôn.","Muôn thuở cầu chở che, đức thánh sáng như nhật nguyệt;
Ức năm lo tế tự, uy thần vẫn trấn càn khôn."
"水楊枝洗穢消災
愿修行成人得道","Thuỷ dương chi tẩy uế tiêu tai;
Nguyện tu hành thành nhân đắc đạo.","Nước cành dương tẩy uế tiêu tai;
Nguyện tu hành thành người đắc đạo."
"日照光明金殿閣
月臨梵宅玉樓臺","Nhật chiêu quang minh kim diện các;
Nguyệt lâm phạn trạch ngọc lâu đài.","Trời chiêu sáng soi điện gác vàng;
Trăng vào cửa Phật lâu đài ngọc."
"瑞雨慈濡菩提樹果千年茂
慈風動蕩般若開瑤萬世券","Thụy vũ từ nhu, Bồ Đề thụ quả thiên niên mậu;
Từ phong động đăng, Bát Nhã khai dao vạn thế xuân.","Mưa lành thấm đượm, Bồ Đề cây trái ngàn năm tốt;
Gió từ phơ phất, Bát Nhã hoa ngọc vạn đời xuân."
"貼合方民承介福
安寧境土賴陰功","Thiếp hợp phương dân thừa giới phúc;
An ninh cảnh thổ lại âm công.","Thấm khắp chúng dân, nhờ phúc lớn;
An ninh bờ cõi, cậy âm công."
"薏日天晶萬種雲花呈般若
法雲地湧兩行寶樹引菩提","Tuệ nhật thiên tinh, vạn chủng vân hoa trình Bát Nhã;
Pháp vân địa dũng, lưỡng hàng bảo thụ dẫn Bồ Đề.","Trời tuệ sáng soi, muôn dặm mây hoa trình Bát Nhã;
Mây pháp nước phun, hai hàng cây quý tối Bồ Đề."
"錦繡乾坤歸法界
光華日月照慈航","Cẩm tũ càn khôn quy pháp giới;
Quạng hoa nhật nguyệt chiếu từ hàng.","Gấm vóc càn khôn, quy pháp giới;
Sáng tươi nhật nguyệt, chiếu thuyền từ."
"景佛前扶善罰惡
心信誠祈保平安","Cảnh phật tiền phù thiện phạt ác;
Tâm tín thành kỳ bảo bình an.","Trước cảnh phật, phù thiện phạt ác;
Thực thành tâm, cầu giúp bình yên."
"誦佛慈悲修積善
聖賢廣大福後來","Tụng phật từ bi, tu tích thiện;
Thánh hiền quảng đại, phúc hậu lai.","Tụng phật từ bi nên tích thiện;
Thánh hiền quảng đại phúc về sau."
"殿上巍峨來妙相
案前祈禱表真經","Điện thượng nguy nga lai dịu tướng;
Án tiền kỳ đảo biểu chân kinh.","Trên điện nguy nga, hiện diệu tướng;
Trước bàn cầu đảo, biểu chân kinh."
"佛慈廣大遊世界
聖德寶紅護民間","Phật từ quảng đại du thế giới;
Thánh đức bảo hồng hộ dân gian.","Phật từ quảng đại khắp thế giới;
Thánh đức quý báu giúp dân gian."
"玉質降皇宮噴水九龍齊沐浴
金身修雪嶺含花百鳥共期參","Ngọc chất giảng hoàng cung, phún thủy Cửu iong tề mộc dục;
Kim thân tu tuyết lĩnh, hàm hoa bách điều cộng triều tham.","Chất ngọc xuống hoàng cung, mạch nước chín rồng đều tắm gội;
Mình vàng tu núi tuyết, ngậm hoa chim chóc thẩy về chầu."
"法王堪忍界中慶喜多聞無礙辦
教主靈山會上隱光微笑一乘機","Pháp vương kham nhẫn giới trung, khánh hỷ đa văn vô ngại biện;
Giáo chủ Linh sơn hội thượng, ấn quang vi tiếu nhất thừa cơ.","Pháp vương giữ trọn nhần giải, mừng được nghe nhiều không ngại tỏ;
Giáo chủ trên hội Linh sơn, nép mình cười mìm lại nhân cơ."
"代佛宜揚結集場中僧第貳
氣高星漢聰明德化合陰陽","Đại phật nghi dương kết tập trường trung tăng đệ nhị;
Khí cao tinh Hán thông minh đức hoa hợp âm dương.","Hội kết tập chúng tăng lần hai, thay Phật hoặng dương;
Đức thông minh hoa hợp âm dương, khí cao Ngân Hán."
"蓮花化生身面見
萬劫逍瑤永不來","Liên hoa hóa sinh thân diện kiến;
Vạn kiếp tiêu dao vĩnh bất lai.","Thân chứng kiến hoa sen sinh hóa;
Mãi không còn vạn kiếp tiêu dao."
"眾聖共推尊極樂淨光眞教主
諸佛同讚仰蓮花臺藏大慾尊","Chúng Thánh cộng suy tôn, Cực Lạc tịnh quang chân giáo chú;
Chư Phật đồng tán ngưỡng, Liên Hoa đài tạng đại từ tôn.","Các Thánh thầy suy tôn, Cực Lạc sáng trong chân giáo chủ;
Chư Phật đều tin tưởng, Liên Hoa hàm chứa đại từ bi."
"菩薩同至皆出現
公主從來列御班","Bồ Tát đồng chí giai xuất hiện;
Công chúa tòng lai liệt ngự ban.","Bồ Tát đến đây đều xuất hiện;
Công chúa xưa nay liệt ngự ban."
"解釋前生諸夙債
集群百姓保平安","Giải thích tiền sinh chư túc trái;
Tập quần bách tính bảo bình an.","Cởi bỏ mọi món nợ truyền kiếp;
Giữ gìn cho trăm họ bình an."
"先賢玉樓同如福
後來具術聚禪門","Tiên hiền ngọc lâu đồng như phúc;
Hậu lai cụ thuật tụ thiền môn.","Tiên hiền lầu ngọc cùng chung phúc
Hậu lai mọi cánh tụ cửa thiền."
"禪門福慧留神祖
覺岸心座接來生","Thiền môn phúc tuệ lưu thần tổ;
Giác ngạn tâm tòa tiếp lai sinh.","Phúc cửa thiền, sáng lưu thần tổ;
Tâm bến giác, nối tiếp đời sau."
"鐘動三圻天有益
•雷行四遠地無疆","Chung động tam kỳ thiên hữu ích;
Lôi hành tứ viễn địa vô cương.","Chuồng réo ba kỳ, trời có ích;
Sấm rền bốn cõi, đất không biên."
"亞東神佛雙靈地
南國乾坤格水歐","Á đông thần phật song linh địa;
Nam quốc càn khôn cách thủỷ âu.","Thần Phật, Á đông hai đất quý;
Càn khôn, Nam quốc đến trời Âu."
"功參廣大慈悲佛
德配乾坤正直神","Công tham quảng đại từ bi Phật;
Đức phối còn khôn chính trực thần.","Phật từ bi, công thêm quảng đại;
Thần ngay thẳng, đức sánh càn khôn."
"由憐眾苦宣玄教
廣度群生顯法身","Do lân chúng khổ tuyên huyền giáo;
Quảng độ quần sinh hiển pháp thân.","Bải thương chúng khổ, tuyên huyền giáo;
Cứu vớt sinh linh, hiển pháp thân."
"色相輝煌三世佛
慈心濟度十方民","Sắc tướng huy hoàng tam thế phật;
Từ tâm tế độ thập phương dân.","Ba dời Phật, sắc tướng huy hoàng;
Mười phương dân, từ tâm tế độ."
"身心非樹菩提非臺明鏡
恩德遍光覆慧遍日慈雲","Thân tâm phi thụ, Bồ đề, phi đài minh kính;
Ân đức biến quang, phú tuệ, biến nhật từ vân.","Thân tâm chẳng phải Bồ đề, chẳng phải đài gương sáng;
An đức làm sáng phúc tuệ, làm trời mây từ."
"神光普照民寧靜
聖德乘恩物阜康","Thần quang phổ chiếu dân ninh tĩnh;
Thánh đức thừa ân vật phụ khang.","Thần quang chiếu khắp, dân yên tĩnh;
Thánh đức rủ ơn, vật thịnh cường."
"優缽花開長茂盛
普度群生脱苦緣","Ưu bát hoa khai trường mậu thịnh;
Phổ độ quần sinh thoát khổ duyên.","Ưu bát nở hoa, tươi tốt mãi;
Phổ độ chúng sinh, khổ duyên qua."
"一眞空寂超之界
千億化身渡群生","Nhất chân không tịch siêu chi giới;
Thiên ức hóá thân độ uần sinh.","Một lòng tu đạo siêu tịnh giới;
Ngàn lượt hóa thân độ chúng sinh."
"世界三千光佛日
蓮座寶殿波眾生","Thế giới tam thiên quang Phật nhật;
Liên tòà bảo điện độ chúng sinh.","Ba ngàn thế giới, sáng trời phật;
Bảo điện tòà sen, độ chúng sinh."
"日月千秋同山水
佛神萬古救群生","Nhật nguyệt thiên thu đồng sơn thuỷ;
Phật thần vạn cổ cứu quần sinh.","Nhật nguyệt cùng sông núi ngàn năm;
Thần phật cứu chúng sinh muôn thuở."
"佛法重光三寶地
祖燈遠照十方天","Phật pháp trùng quang tam bảo địa;
Tổ đăng viễn chiếu thập phương thiên.","Phật pháp lại ngời đất tam bảo;
Tổ đăng xa chiếu trời thập phương."
"佛即心心即佛
空是色色是空","Phật tức tâm, tâm tức phật;
Không thị sắc, sắc thị không.","Phật tức tâm, tâm tức phật;
Không là có, có là không."
"福地高鄉正好回頭能覺者
陀天臨處惟高著眼可霑之","Phúc địa Cao hương chính hảo hồi đầu năng giác giả;
Đà thiên Lâm xứ duy cao trứ nhãn khả triêm chi.","Đất phúc làng Cao, nếu biết quay đầu mới có giác;
Trời đà xứ Lâm, lên cao tỏ mắt khá hay ơn."
"念佛一聲消萬罪
誦經之變得因緣","Niệm phật nhất thanh tiêu vạn tội;
Tụng kinh chi biến đắc nhân duyên.","Niệm Phật một lời, tiêu vạn tội;
Tụng kinh thay đổi, được nhân duyên."
"禪門不禁無緣客
佛道能容有善人","Thiền môn bất cấm vô duyên khách;
Phật đạo năng dung hữu thiện nhân.","Khách vô duyên cửa Thiền chẳng cấm;
Người thiện tâm đạo Phật càng dung."
"感心通陽助風和雨順
求心應陰扶國盛民康","Cảm tâm thông dương trợ phong hòa vũ thuận;
Cầu tâm ứng âm phù quốc thịnh dân khang.","Cảm ắt thông, dương giúp gió hòa mưa thuận;
Cầu tất ứng, âm phù quốc thịnh dân khang."
"國界重轉決只為江山明面日
凡人能忍渡無乎祭祀格神明","Quốc giới trọng tôn quyết chỉ vi giang sơn minh diện nhật;
Phàm nhân năng nhẫn độ vô hồ tế tự cách thần minh.","Quốc giới quý tôn trọng, chỉ vì ngày non sông rạng mặt;
Phàm nhân hay nhẫn nại, đâu gì hơn lo lễ tự thần minh."
"特立不驚風雨伯
敬天無畏電雷神","Đặc lập bất kinh phong vũ bá;
Kính thiên vô uý điện lôi thần.","Đứng vững, không kinh thần mưa gió
Kính trời, chẳng sợ sấm chớp ran."
"西竺有經眞見佛
雄山何景敬尊師","Tây Trúc hữu kinh chân kiến phật.
Hùng sơn hà cảnh kính tôn sư;","Tây Trúc có kinh đúng thấy phật.
Hùng sơn đâu cảnh kích tôn sư;"
"慈悲廣大天人合
盛正虔誠福果圓","Từ bi quảng đại thiên nhân hợp;
Thịnh chính kiền thành phúc quả viên.","Từ bi quảng đại, trời người hợp;
Thịnh chính kính thành, quả phúc tròn."
"雪月風雲留本地
聲名大物粹斯民","Tuyết nguyệt phong vân lưu bản địa;
Thanh danh đại vật tuý tư dân.","Đất lưu lại tuyết trăng mây gió;
Dân họp nơi cảnh vật nổi danh."
"住足不行孰誇書劍無歸處
得門而入誰式神仙在眼前","Trủ túc bất hành, thục khoa thư kiếm vô quy xứ;
Đắc môn nhi nhập, thuỳ thức thần tiên tại nhân tiền.","Dừng bước không đi, ai bảo sách gươm không chốn dụng;
Được cửa mà vào, nào biết thần tiên trước mắt mình."
"中立安排亭左右
高標爭對樹東西","Trung lập an bài đình tả hữu;
Cao tiêu tranh đối thụ đồng tây.","Trung lập bày hàng đình tả hữu;
Nêu cao cây mọc khắp đông tây."
"癸酉完成由地利
壬申再造自天機","Quý Dậu hoàn thành do địa lợi;
Nhâm Thân tải tạo tự thiên cơ.","Quý Dậu xây xong nhờ địa lợi;
Nhâm Thân dựng lại bởi cơ trơi."
"禮樂威儀敬如神在
謳歌鼓舞樂在人和","Lễ nhạc uy nghi kính như thần tại;
Âu ca cố vũ lạc tại nhân hòà.","Lễ nhạc uy nghi, kính như thần tại;
Hát ca cổ vũ, vui ở nhân hòa"
"朔望香燈上祝九重躬萬壽
歲時誦念下祈百姓度三多","Sóc vọng hương đăng, thượng chúc cửu trùng cung vạn thọ;
Tuế thời tụng niệm, hạ kỳ bách tính độ tam đa.","Sóc vọng đèn hương, trên chúc cửu trùng cung vạn thọ;
Quanh năm tụng niệm, dưới cầu trăm họ được tam đa."
"爐中纔熱五分香瑞氣氤氳騰宇宙
案上弘宣三藏教法音演解利人天","Lô trung tài nhiệt ngũ phần hương, thụy khí nhân uân đẳng vũ trụ;
Ăn thượng hoằng tuyên tam tạng giáo, pháp âm diễn giải lợi nhân thiên.","Trong lò mới nóng năm phần hương, khí lành nghi ngút khắp vũ trụ;
Trên án hoàng dương tam tạng giáo, lời pháp nói ra lợi trời người."
"信仰自由憑三寶
民安國泰仗僧伽","Tín ngưỡng tự do bằng tam bảo;
Dân an quốc thái trượng tăng già.","Tín ngưỡng tự do nhờ tam bảo;
Dân an quốc thái cậy tăng già."
"菩提永結千年果
淨土長開般若花","Bồ đề vĩnh kết thiên niên quả;
Tịnh thổ trường khai bát nhã hoa.","Bồ đề kết mãi ngàn năm quả;
Tịnh thổ nở lâu bát nhã hoa."
"南廟好收生旺水
方民普扇泰年風","Nam miếu hảo thu sinh vượng thủy;
Phương dân phổ phiến thái niên phong.","Miếu nam khéo thu nước sinh vượng;
Nhân dân quạt phẩy gió thái hòà."
"佛跡西傳千古寺
道心善念福河沙","Phật tích tây truyền thiên cổ tự;
Đạo tâm thiện niệm phúc hà sa.","Chùa ngàn năm, dấu phật tây truyền;
Phúc vô lượng, đạo tâm khéo niệm."
"日月照臨輝玉關
海河清宴典金頭","Nhật nguyệt chiêu lâm huy ngọc khuyết;
Hải hà thanh yến điển kim âu.","Nhật nguyệt sáng soi, ngời ngọc khuyết;
Hải hà trong lặng, đẹp âu vàng."
"富彊近邑歐潮浪
震圃相沿越俗傳","Phú cường cận ấp Âu trào lãng;
Nông phố tương duyên Việt tục truyền.","Sóng triều Âu, mạnh giàu đã sẵn;
Phong tục Việt, vườn ruộng vẫn quen."
"天增歲月人增壽
春滿乾坤福滿堂","Thiên tăng tuế nguyệt nhân tăng thọ.
Xuân mãn càn khôn phúc mãn đường;","Trời tăng năm tháng người tăng thọ.
Xuân đầy trời đất phúc đầy nhà;"
"一黏之誠百事之吉
三界可通四府可同","Nhất niêm chi thành bách sự chi cát;
Tam giới khả thông tứ phủ khả đồng.","Một tấm lòng thành trăm việc đều tốt;
Ba giới được thông bốn phủ được đồng."
"寶鼎靈通香結彩
銀臺昭感燭生花","Bảo đỉnh linh thông hương kết thái;
Ngân đài chiêu cảm chúc sinh hoa.","Đỉnh báu linh thông, hương kết sắc;
Đài ngân thiêng cảm, nến sinh hoa."
"祖印重光如慧日
香爐續焰靉祥雲","Tổ ấn trùng quang như tuệ nhật;
Hương lô tục diệm ái tường vân.","Dấu tổ trùng quang, theo ngày sáng;
Lò hương tiếp đượm, báo mây lành."
"仰望祠前萬里祥雲呈聖瑞
與和舍共九天甘露洒人家","Ngưỡng vọng từ tiền vạn lý tường vân trình thánh thuy;
Dữ Hòà xá cộng cứu thiên cam lộ sái nhân gia.","Ngưỡng vọng đền ngoài, vạn dặm mây lành trình thánh thuy;
Cùng chung Hòà xá, chín trùng móc ngọt tưới nhân gia."
"視弗見聽弗聞陰扶旺相
感必通求必應民賴安康","Thị phất kiến, thính phất văn, âm phù vượng tướng;
Cảm tất thông, cầu tất ứng, dân lại an khang.","Nhìn chẳng thấy, nghe chẳng cùng, âm phù thịnh vượng;
Cảm tất thông, cầu tất ứng, dân cậy an khang."
"入門思念彌佗佛
到景須祥本寺僧","Nhập môn tư niệm Di Đà Phật;
Đáo cảnh tu tường bản tự tăng.","Vào chùa cầu niệm Di Đà Phật;
Đến cảnh nên tường bản tự tăng."
"逢迎遠近逍遙過
進退連還運道通","Phùng nghênh viền cận tiêu dao quá;
Tiến thoái liên hoàn vận đạo thông.","Chào mừng dạo cảnh, gần xa đến;
Tiến thoái đường đi, tiếp tục thông."
"功惟廣業惟崇國家恩普
兄能師弟能長正教名芳","Công duy quảng, nghiệp duy sùng, quốc gia ân phổ;
Huynh năng sư, đệ năng trưởng, chính giáo danh phương.","Công lao rộng, sự nghiệp cao, nước nhà ân thưởng;
Anh nên thầy, em nên trưởng, giáo dục thơm danh."
"佛道弘開萬類群生霑利樂
金童屹立七重行樹烈芬芳","Phật đạo hoằng khai, vạn loại quần sinh chiêm lợi lạc;
Kim đài ngật lập, thất trùng hàng thụ liệt phân phương.","Phật đạo mở mang, muôn loại quần sinh nhuần lợi lạc;
Kim đài vòi vọi, bẩy trùng cây mọc tỏa hương thơm."
"道脈長流玉偈曠傳燈奕葉
禅宗永遠金經應念道興隆","Đạo mạch trường lưu, ngọc kệ khoáng truyền đăng dịch diệp;
Thiền tông vĩnh viên, kim kinh ưng niệm đạo hưng long.","Mạch đạo trường lưu, ngọc kệ rộng truyền đèn đổi thế;
Tông thiền vĩnh viễn, kim kinh cần niệm đạo hưng long."
"東海移居群樂業
乾山對景睦淳風","Đông hải di cư quần lạc nghiệp;
Càn sơn đối cảnh mục thuần phong.","Đông hải di cư, cùng lạc nghiệp;
Càn sơn đối cảnh, đón thuần phong."
"福田大結因緣果
舍字明開智慧花","Phúc điền đại kết nhân duyên quả;
xá vũ minh khai trí tuệ hoa.","Quả nhân duyên, kết nhờ ruộng phúc;
Hoa trí tuệ, nở bởi nhà hiền."
"寶劍奮雄威瓢水九回頑鱷靜
神壇鐘秀氣象山一帶旺龍來","Bảo kiếm phấn hùng uy, Biều thuy cửu hồi ngoan ngạc tĩnh;
Thần đàn chung tú khí, Tượng sơn nhất đới vượng long lai.","Kiếm báu dấy uy hùng, Biều thuỷ chín vòng thu sấu dữ;
Đàn thần buông khí tốt, Tượng sơn một giải nạp rồng thiêng."
"維祖傅宗光有永
聯燈續焰映無達","Kế tổ truyền tông quang hữu vĩnh;
Liên đăng tục diệm ánh vô biên.","Kế tổ truyền tông, nền sáng mãi;
Liên đèn tiếp đượm, nếp vô biên."
"佛德弘宣憑眾慧
祖功繼接要當人","Phật đức hoằng tuyên bằng chúng tuệ;
Tổ công kế tiếp yếu đương nhân.","Phật đức mở mang, nhờ quần chúng;
Tổ đức thừa kế, dựa người nay."
"景是神仙心是佛
金為世界玉為臺","Cảnh thị thần tiên tâm thị phật;
Kim vi thế giới ngọc vi đài.","Cảnh ấy thần tiên, tâm ấy phật;
Vàng đây thế giới, ngọc đây đài."
"天啟慶隆色相金身常德佛
地儲福址金蓮玉陛自逍遙","Thiên khải khánh long, sắc tướng kim thân thường đức phật;
Địa trừ phúc chi, kim liên ngọc bệ tự tieu dao.","Trời mở vui dồn, sắc tưởng kim thân theo đức phật;
Đất cho phúc đến, sen vàng bệ ngọc tự tiêu dao."
"禱必靈求必應
赫厥威濯厥靈","Đảo tất linh cầu tất ứng;
Hách quyết uy trạc quyết linh.","Cầu tất linh, xin tất ứng;
Tỏ uy danh, hiển linh thiêng."
"德祖光榮香萬古
祠門顯赫壯千秋","Đức tố quang vinh hương vạn cố;
Từ môn hiển hách tráng thiên thu.","Đức tổ quang vinh, thơm vạn thuở;
Đền thờ hiển hách, rạng ngàn thu."
"寶珠金海通三界
瑞氣祥雲滿九天","Bảo châu kim hải thông tam giới;
Thụy khi tường vân mãn cửu thiên.","Châu báu biển vàng, thông ba giới;
Khí tốt mây lành, khắp chín tầng."
"啟澤江涵快睹祥雲戀日
鴻恩普洽群歌壽城春臺","Khải trạch giang hàm, khoái đổ tường vân tuệ nhật;
Hồng ân phổ hiệp, quần ca thọ vực xuân đài.","Đầm mở sông hòà, vui ngắm mây lành trời sáng;
Ơn dầy rộng hợp, cùng ca đất tốt đài xuân."
"五福演皇嚼會其有極
百祿庚天寶以莫不增","Ngũ phúc diễn hoàng trù hội kỳ hữu cực;
Bách lội canh thiên bảo, di mạc bất tăng.","Năm phúc đến lớn lao, hội may có lúc;
Trăm lộc đổi của trời, lấy để không tăng."
"凜烈威靈作四方主宰
包涵德大挺二氣良能","Lẫm liệt uy linh, tác tứ phương chủ tể;
Bao hàm đức đại, đình nhị khí lương năng.","Lẫm liệt uy linh, nhận bốn phương chủ tể;
Bao hàm đức lớn, gánh hai khí lương năng."
"神通法運仙中佛
聖德尊為帝者師","Thần thông pháp vân tiên trung phật;
Thánh đức tôn vi đế giả sử.","Phật trong tiên, thần thông vận phép;
Thầy ấy vua, tôn bậc thảnh hiền."
"祝聖壽讚皇圖同日月光輝萬古
祀民安祈物阜並山河壯固千秋","Chúc thánh thọ, tán hoàng đồ, đồng nhật nguyệt quang huy vạn cổ;
Tự dân an, kỳ vật phụ, tịnh sơn hà tráng cố thiên thu.","Chúc thánh thọ, ngợi sơn hà, cùng nhật nguyệt huy hoàng vạn cố;
Mong dân an, cầu vật mạnh, với non sông vững mạnh ngàn thu."
"花開淨界香成雨
金布祈園福滿田","Hoa khai Tịnh giới hương thành vũ;
Kim bố Kỳ viên phúc mãn điền.","Mưa thơm hoa nở, nơi Tịnh giới;
Ruộng phúc vàng đầy, chốn Kỳ viên."
"六智運神通普濟群生百億
三乘開聖教包含世界三千","Lục trí vận thần thông, phổ tế quần sinh bách ức;
Tam thừa khai thánh giáo, bao hàm thế giới tam thiên.","Trăm vạn quần sinh, nhờ Lục trí thần thông phổ độ;
Ba nghìn thế giới, được Tam thừa thánh giáo bao hàm."
"梵宇巍峨萬丈毫光懸日月
禪門燦爛千秋香火對乾坤","Phạn vũ nguy nga, vạn trượng hào quang huyền nhật nguyệt;
Thiền môn xán lạn, thiên thu hương hỏa đối càn khôn.","Điện Phật nguy nga, vạn trượng hào quang ngang nhật nguyệt;
Cửa Thiền xán lạn, ngàn thu hương lửa sánh càn khôn."
"靜讀金經明妙理
閒觀花草悟眞空","Tình độc kim kinh minh diệu lý;
Nhàn quan hoa thảo ngộ chân không.","Lặng đọc kinh vàng, minh diệu lý;
Nhàn xem hoa lá, ngộ chân không."
"慶壽輝煌光慧日
靈通普照映無邊","Khánh thọ huy hoàng quang tuệ nhật;
Linh thông phổ chiếu ánh vô biên.","Chúc thọ huy hoàng, bừng trời đất;
Thiêng liêng tỏả khắp, ánh vô biên."
"近悦速來皈佛化
救民演世仰洪恩","Cận duyệt viễn lai quy Phật hóá;
Cứu dân độ thế ngưỡng hồng ân.","Gần quý xa về, theo Phật đạo;
Cứu dân độ thế, chịu ơn dầy."
"望吉地菩提陰覆三千世界
海洲成寶所涵容百萬人天","Vọng cát địa Bồ đề, âm phú tam thiên thế giới;
Hải châu thành Bảo sở, hàm dung bách vạn nhân thiên.","Vọng đất tốt Bồ đề, chở che ba nghìn thế giới;
Bãi biển thành Bảo sở, bao dung trăm vạn người đời."
"普照名藍原自古
文和勝景日重新","Phổ Chiếu danh lam nguyên tự cổ;
Văn Hòà thắng cảnh nhật trùng tân.","Vốn cổ danh lam, làng Phổ Chiếu;
Sửa sang thắng cảnh, xã Văn Hòà."
"臨濟播心宗燈聯普照
東溪流乳海派引文和","Lâm Tế bá tâm, tông đăng liên Phổ Chiếu;
Đông Khê lưu nhũ, hải phái dẫn Văn Hòà.","Lâm Tế mở lòng, truyền thống liền Phổ Chiếu;
Đông Khê cho lộc, mạch biển dẫn Văn Hoà."
"地結文風興梵宇
天留和氣壯禪關","Địa kết văn phong hưng phạn vũ;
Thiên lưu hòà khí tráng thiền quan.","Đất kết văn phong, hưng phật điện;
Trời cho hòà khí, dấy thiền quan."
"啓後隆規萬世仰祖先之德
奉先思孝一心昭日月之光","Khải hậu long quy, vạn thế ngưỡng tổ tiên chi đức;
Phụng tiên tư hiếu, nhất tâm chiêu nhật nguyệt chi quang.","Mở hậu bày khuôn, vạn thế học tổ tiên đức độ;
Thờ trên vì hiếu, một lòng theo nhật nguyệt sáng soi."
"海帖鯨波生氣懍然如有
民安府宅神功斂卻若無","Hải thiếp kình ba sinh khí lẫm nhiên như hữu;
Dân an phủ trạch thần công liễm khước nhược vô.","Biển động, sinh khí sóng kình lẫm nhiên như có;
Dân yên, thần công nha phủ bỗng tự là không."
"法雨注南州翠竹黄花生思色
慈雲布東土長松細草沐洪恩","Pháp vũ chú Nam châu, Thúy trúc hoàng hoa sinh tư sắc;
Từ vân bố Đông Thổ trường tùng tế thảo mộc hồng ân.","Mưa phép tưới Nam châu, trúc biếc hoa vàng tươi sắc đẹp;
Mây lành che Đông Thổ, thông cao cỏ bé đượm ơn dầy."
"泰筮羲疇喚精祥於茶嶺
河圖奉詔顯靈蹟于龍文","Thái phệ hy trù, hoán tinh tường ư Trà Lĩnh;
Hà đồ phụng chiếu, hiển linh tích vu Lot; Văn.","Bói tốt quẻ lành, gọi tinh tường nơi Trà Lĩnh;
Trời ban phụng chiếu, tỏ linh tích ở Long Văn."
"風光別占陽州景
名蹟猶留莫後碑","Phong quang biệt chiếm Dương Châu cảnh;
Danh tích do lưu Mạc hậu bi.","Dương Châu riêng có phong quang đẹp;
Mạc hậu còn truyền danh tích bia."
"後先一也功於國
左右洋乎祀在鄉","Hậu tiên nhất dã, công ư quốc;
Tả hữu dương hồ, tự tại hương.","Trước sau dòng giõi công với nước;
Trái phải huy hoàng tế ở làng."
"天命聖生兑東百結史記
地留神蹟香火兆年春長","Thiên mệnh thánh sinh, Đoài Đông bách kết sử ký;
Địa lưu thần tích, hương hỏa triệu niên xuân trường.","Trời mệnh thánh sinh, Đoài Đông sử chép trăm việc;
Đất còn thần tích, hương lửa xuân dài triệu năm."
"鬼神之為德視弗見聽弗聞承祀洋洋在左右
天地有正氣上為星下為岳於人一一垂丹青","Quỷ thần chi vi đức, thị phất kiến, thính phất văn, thừa tự dương dương tại tả hữu;
Thiên địa hữu chính khí, thượng vì tinh, hạ vi nhạc, ư nhân nhất nhất thuy đan thanh","Cái đức của quỷ thần, nhìn không thấy, nghe không thông, hưởng lộc đầy hai phía trái phải;
Chính khí nơi trời đất, trên là sao, dưới là núi, với người chỉ một lối vàng son."
"祖德高明恐覆蔭
孫承奉事壽人和","Tổ đức cao mình tư phú ấm;
Tôn thừa phụng sự thọ nhân hòà.","Phúc ấm nhớ về, đức tổ sáng;
Nhân hòa thờ mãi, việc cháu con."
"巍蕩神功塗山並峙
汪洋聖澤瓢水長流","Nguy đăng thần công, Đồ Sơn tịnh trĩ;
Uông dương thánh trạch, Biều Thủy trường lưu.","Cao rộng thần công, Đồ Sơn sừng sững;
Mênh mông thánh trạch, Biều Thuy dài xuôi."
"此地此人民仰苛神功安鴈宅
在上在左右顯揚聖德造鴻麻","Thử địa thử nhân dân, ngường hà thần công an nhạn trạch;
Tại thượng tại tả hữu, hiển dương thánh đức nhạ hồng hưu.","Đất này, nhân dân này, ơn đức thần cho yên nhà cửa;
Trên Ấy, trái phải ấy, được nhờ thánh giúp hưởng an khang."
"聚德無私洋洋乎如在其上
神功丕顯熙熙然涵樂春臺","Thánh đức vô tư, dương dương hồ như tại kỳ thượng;
Thần công phi hiển, hy hy nhiên hàm lạc xuân đài.","Thánh đức vô tư, bao la khắp như ở trên vậy:
Thần công hiển hiện, vui vui sao tựa rải đài xuân."
"古有光衣冠傳世譜
齋以祭忠信要神明","Cổ hữu quang, y quan truyền thế phả;
Trai dĩ tế, trung tín yếu thần minh.","Tổ được phong, áo khăn truyền thế phả;
Chay tịnh tế, lòng thành cốt thần soi."
"東阿世系光青簡
湯沐香留溯錦堂","•Đông A thế hệ quang thanh giản;
Thang mộc hương lưu tố cẩm đường.","Đông A sử chép đều các hệ;
Ổr thấm nhà thờ hãy còn thơm."
"自古勳名傳采邑
於今世系出束阿","Tự cổ huân danh truyền thái ấp;
Ư kim thế hệ xuất Đông A.","Thái ấp công lao truyền tự cổ;
Đông A các hệ tiếng thơm nay."
