cn,vi
帝懼即諭范應夢唱議以身代為言暊以其言聞,"Đế cụ, tức dụ Phạm Ứng Mộng xướng nghị dĩ thân đại vi ngôn phủ dĩ kì ngôn văn."
明宗曰應夢以周公自居以身代其父可乎,Minh Tông viết: Ứng Mộng dĩ Chu Công tự cư dĩ thân đại kì phụ khả hồ.
醮不可修也,Tiếu bất khả tu dã.
𠱾憲慈太后放生雜畜以祈康復明宗曰予身不可以猪羊易也,"Thời, Hiến Từ Thái hậu phóng sinh tạp súc dĩ kì khang phục, Minh Tông viết: Dư thân bất khả dĩ trư dương dị dã."
疾既彌留召醫官鄒庚王定范世賞等診,"Tật ký di lưu, triệu y quan Trâu Canh, Vương ĐỊnh, Phạm Thế Thưởng, đẳng chẩn.."
脉,mạch.
鄒庚曰脉煩悶,Trâu Canh viết: Mạch phiền muộn.
明宗占小詩示之曰診脉休論煩悶多鄒公良劑要調和若言煩悶無休歇只恐重招煩悶加,"Minh Tông chiêm tiểu thi thị chi viết: Chẩn mạch hưu luận phiền muộn đa, Trâu công lương tễ yếu điều hoà, Nhược ngôn phiền muộn vô hưu yết, Chỉ khủng trùng chiêu phiền muộn gia."
盖鄒庚出入禁中多以奇言詭計眩惑裕皇,Cái Trâu Canh xuất nhập cấm trung đa dĩ kì ngôn nguỵ kế huyễn hoặc Dụ Hoàn.
明宗惡之因托詩以諷之焉,"Minh Tông ác chi, nhân thác thi dĩ phúng chi yên."
及進藥則曰人生重重苦惱,Cập tiến dược tắc viết Nhân sinh trùng trùng khổ não.
今日脱此苦惱則異日受他苦惱,Kim nhật thoát thử khổ não tắc dị nhật thụ tha khổ não.
遂不服藥,Toại bất phục dược.
疾篤命,Tật đốc mệnh.
侍臣阮民望取御製詩藁焚之,Thị thần Nguyễn Dân Vọng thủ ngự chế thi cảo phàn chi.
民望遲留明宗曰可惜之物尚不可惜奚惜此為哉,"Dân Vọng trì lưu, Minh Tông viết: Khả tích chi vật thượng bất khả tích hề, tích thử vi tai."
諸皇子侍側因謂之曰須觀古人所行善則從之不善則遠之何煩父教嘗曰人君之任人非私其人也,"Chư hoàng tử thị trắc, nhân vị chi viết: Tu quan cổ nhân sở hành thiện tắc tòng chi bất thiện tắc viễn chi hà phiền phụ giáo? Thường viết: Nhân quân chi nhiệm nhân phi tư kì nhân dã."
但謂之,Đản vị chi..
賢爾以其人因吾心供吾職事吾事服吾勞故謂之賢而任之,"hiền nhĩ dĩ kì nhân nhân ngô tâm, cúng ngô chức, sự ngô sự, phục ngô lao, cố vị chi hiền nhi nhiệm chi."
吾誠賢也則所任嗞人亦賢堯舜之於稷契𧃰龍是也,"Ngô thành hiền dã, tắc sở nhiệm chi nhân diệc hiền, Nghiêu Thuấn chi ư Tắc Khiết, Quỳ Long thị dã."
吾不賢焉則所任之人亦不賢桀紂之於曹廉惡來是也,"Ngô bất hiền yên, tắc sở nhiệm chi nhân diệc bất hiền, Kiệt Trụ chi ư tào Liêm, Ác lai thị dã."
此乃聲應氣求各以𩔗哈桀紂𡸈私於此人哉謂之昏暗則可謂之私則不可,Thử nãi thanh ứng khí cầu các dĩ loại hợp Kiệt Trụ há tư ư thử nhân tai! Vị chi hôn ám tắc khả vị chi tư tắc bất khả.
又謂憲慈太后曰予亡後汝居聖慈宫無入山,"Hựu vị Hiến Từ Thái hậu viết: Dư vong hậu nhữ cư Thánh Từ cung, vô nhập sơn."
及崩太后從其言不受佛戒,"Cập băng, Thái hậu tòng kì ngôn bất thụ Phật giới."
潘孚先曰明宗有仁厚之資承太平之業祖宗成憲無所更改,"Phan Phu Tiên viết: Minh Tông hữu nhân hậu chi tư, thừa thái bình chi nghiệp, tổ tông thành hiến vô sở canh cải."
𠱾有士人上疏謂民多遊手遊,"Thời, hữu sĩ nhân thượng sớ vị dân đa du thủ du.."
足年老無籍賦役不供差役不及,túc niên lão vô tịch phú dịch bất cúng sai dịch bất cập.
帝曰不如此則𡸈足成太平之業汝欲我責後成何事哉,Đế viết: Bất như thử tắc há túc thành thái bình chi nghiệp? Nhữ dục ngã trách hậu thành hà sự tai.
朝臣黎伯适范師孟欲更改制度帝曰國家自有成憲南北各異若聽白面書生求售之計則亂生矣,"Triều thần Lê Bá Quát, Phạm Sư Mạnh dục canh cải chế độ, Đế viết Quốc gia tự hữu thành hiến, Nam Bắc các dị, nhược thính bạch diện thư sinh cầu thụ chi kế tắc loạn sinh hĩ."
所可惜者德陳克終之姦佞而殺國父上宰為聰明之累焉,"Sở khả tích giả, đức Trần Khắc Chung chi gian nịnh nhi sát Quốc phụ Thượng tể vi thông minh chi luỵ yên."
史臣吳士連曰明宗之德之成雖其天資之羙亦由君父教誨之力者,"Sử thần Ngô Sĩ Liên viết: Minh Tông chi đức chi thành tuy kì thiên tư chi mĩ, diệc do quân phụ giáo hối chi lực giả."
帝在東宫時方幼冲嘗戲造竹短檠英宗索觀之惧不敢進,"Đế tại Đông Cung thời phương ấu xung thường hí tạo trúc đoản kềnh Anh Tông sách quan chi, cụ bất cảm tiến."
他日入侍,"Tha nhật, nhập thị.."
寝殿英宗方盥頮頮音會洗面也因問及之大怒即以盥匜匜音移盥手沃水噐擲擊之,"tẩm điện, Anh Tông phương quán hối [Hối âm hội, tẩy diện dã,] nhân vấn cập chi, đại nộ tức dĩ quán dị [Dị âm di quán thủ ốc thuỷ khí,] trịch kích chi."
帝以門扉自蔽匜隨中而破,Đế dĩ môn phi tự tế dị tuỳ trung nhi phá.
其得於訓節之嚴如此故,Kì đắc ư huấn tiết chi nghiêm như thử cố.
帝之德以之而成而帝之諸子皆有才藝焉,Đế chi đức dĩ chi nhi thành nhi Đế chi chư tử giai hữu tài nghệ yên.
夏四月詔乂安清化等路浚舊港〇,"Hạ tứ nguyệt, chiếu Nghệ An, Thanh Hoá đẳng lộ tuấn cựu cảng ."
封兄天澤為恭信王〇,Phong huynh Thiên Trạch vi Cung Tín Vương .
秋九月八日尊憲慈太后為太皇太后〇,"Thu cửu nguyệt, bát nhật, tôn Hiến Từ Thái hậu vi Thái Hoàng Thái Hậu ."
冬十一月十一日塟穆陵盖拘時日以是緩也〇,"Đông thập nhất nguyệt, thập nhất nhật, táng Mục Lăng, cái câu thời nhật dĩ thị hoãn dã ."
自乙未至是歲凣二年米一升直錢一陌,"Tự Ất Mùi chí thị tuế, phàm nhị niên, mễ nhất thăng trực tiền nhất mạch."
戊戌大治元年元至正十八年春正月朔改元,"Mậu Tuất Đại Trị nguyên niên, [Nguyên Chí Chính thập bát niên,] xuân chính nguyệt, sóc, cải nguyên."
大赦〇,Đại xá .
追,Truỵ.
贈國父上宰國頊為大王〇,tặng Quốc phụ Thượng tể Quốc Chẩn vi Đại vương .
三月至秋七月旱蟲魚多死〇,"Tam nguyệt chí thu thất nguyệt, hạn, trùng ngư đa tử ."
秋八月詔勸諸路富家出粟賑貧民,"Thu bát nguyệt, chiếu khuyến chư lộ phú gia xuất túc chẩn bần dân."
所在官司量其所損以錢還之〇,Sở tại Quan ti lượng kì sở tổn dĩ tiền hoàn chi .
以范師孟為入内行遣知樞𡧸院事〇,Dĩ Phạm Sư Mạnh vi Nhập nội hành khiển tri Khu Mật viện sự .
吳陛再率眾聚安阜山竪大旗於山上僣位揭榜曰賑救貧民,"Ngô Bệ tái suất chúng tụ Yên Phụ sơn thụ đại kì ư sơn thượng, tiếm vị yết bảng viết Chẩn cứu bần dân."
自天寥至至靈盡為所有〇,"Tự Thiên Liêu chí Chí Linh, tận vi sở hữu ."
冬十一月詔諸路安撫使率鋒團隊軍人捕盗,"Đông thập nhất nguyệt, chiếu chư lộ an phủ sứ suất phong đoàn đội quân nhân bổ đạo."
己亥二年元至正十九年春正月明遣使來通好,"Kỉ Hợi nhị niên, [Nguyên Chí Chính thập cửu niên,] xuân chính nguyệt, Minh khiến sứ lai thông hảo."
時明主與陳友諒相持未决勝負,Thời Minh chủ dữ Trần Hữu Lượng tương trì vị quyết thắng phụ.
帝遣黎敬夫使北覘虛,Đế khiến Lê Kính Phu sứ Bắc chiêm hư..
實〇,thực .
夏四月昭慈皇太妃薨追尊昭慈皇太后,"Hạ tứ nguyệt, Chiêu Từ Hoàng thái phi hoăng, truy tôn Chiêu Từ Hoàng Thái hậu."
明宗母也〇,"[Minh Tông mẫu dã,] ."
秋七月以杜子平為樞𡧸院事〇,"Thu thất nguyệt, dĩ Đỗ Tử Bình vi Khu Mật viện sự ."
八月二十七日至九月三日大雨水漂民居舍禾榖渰浸〇,"Bát nguyệt, nhị thập thất nhật chí cửu nguyệt tam nhật, đại vũ thuỷ phiêu dân, cư xá, hoà cốc yêm tẩm ."
冬十月以范師孟為行遣左司郎中黎适兼翰林院奉㫖,"Đông thập nguyệt, dĩ Phạm Sư Mạnh vi Hành Khiển tả ti lang trung, Lê Quát kiêm Hàn Lâm viện phụng chỉ."
庚子三年元至正二十年春正月鑄大治通寶錢〇,"Canh Tí tam niên, [Nguyên Chí Chính nhị thập niên,] xuân chính nguyệt, chú Đại trị thông bảo tiền ."
加惠肅公大年平章政事復王爵是年卒,"Gia Huệ Túc công Đại Niên bình chương chính sự phục vương tước, thị niên tốt."
年方五十五舊制凣諸王入相並稱公惟親王則復王爵惠肅威肅公于大󰆑間封王爵入相並稱公而追復王爵非,"[niên phương ngũ thập ngũ,] Cựu chế phàm chư Vương nhập tướng tịnh xưng công duy thân vương tắc phục vương tước Huệ Túc Uy Túc công vu Đại Khánh gian phong vương, tước nhập tướng tịnh xưng Công nhi truy phục vương tước phi.."
例也〇,lệ dã .
三月吳陛伏誅,"Tam nguyệt, Ngô Bệ phục tru."
時路軍捕吳陛於安阜陛迯走欲赴京自首,"Thời, lộ quân bổ Ngô Bệ ư Yên Phụ Bệ đào tẩu dục phó kinh tự thú."
本路官獲之及其黨三十人㩜送京師皆斬之〇,Bản lộ quan hoạch chi cập kì đảng tam thập nhân giam tống kinh sư giai trảm chi .
夏五月朔日食〇,"Hạ ngũ nguyệt, sóc, nhật thực ."
六月元國亂陳友諒僣稱帝國號漢改元大義與明太祖相攻,"Lục nguyệt, Nguyên quốc loạn Trần Hữu Lượng tiếm xưng Đế, quốc hiệu Hán, cải nguyên Đại Nghĩa, dữ Minh Thái Tổ tương công."
北邊帥臣黄碩驛奏明漢戰於龍州凴祥,"Bắc biên soái thần Hoàng Thạc dịch tấu, Minh Hán chiến ư Long Châu, Bằng Tường."
碩等因其爭國之餘收得三百餘人〇,Thạc đẳng nhân kì tranh quốc chi dư thu đắc tam bách dư nhân .
秋七月大水〇,"Thu thất nguyệt, đại thuỷ ."
冬十月路鶴茶哇哇音鴉暹羅等國商舶至雲屯販賣進諸異物〇,"Đông thập nguyệt, Lộ Hạc Trà Oa [oa âm nha Xiêm La đẳng quốc, thương bách chí Vân Đồn phán mại tiến chư dị vật ."
十二月詔禁軍廵捕諸路盗刧〇,"Thập nhị nguyệt, chiếu cấm quân tuần bổ chư lộ đạo kiếp ."
十二月詔王侯公主家奴題額稱衘,"Thập nhị nguyệt, chiếu vương hầu công chúa gia nô đề ngạch xưng hàm."
無題及無籍是,Vô đề cập vô tịch thị..
盗刧大者罪之小者没官,đạo kiếp đại giả tội chi tiểu giả một quan.
辛丑四年元至正二十一年春正月彗星見東北,"Tân Sửu tứ niên, [Nguyên Chí Chính nhị thập nhất niên,] xuân chính nguyệt, tuệ tinh hiện Đông Bắc."
帝避正殿〇,Đế tị chính điện .
二月明太祖攻江州,"NhỊ nguyệt, Minh Thái Tổ công Giang Châu."
陳友諒退居武昌使人來乞師,"Trần Hữu Lượng thoái cư Võ Xương, sử nhân lai khất sư."
不許〇,Bất hứa .
三月占城草賊駕海掠迤哩海門,"Tam nguyệt, Chiêm Thành thảo tặc giá hải lược Dĩ Lí hải môn."
民本府軍擊破之〇,Dân bản phủ quân kích phá chi .
夏五月以范阿葱為林平府知府即迤哩〇,"Hạ ngũ nguyệt, dĩ Phạm A Song vi Lâm Bình phủ tri phủ [tức Dĩ Lí,] ."
秋七月謝來有罪伏誅,"Thu thất nguyệt, Tạ Lai hữu tội phục tru."
時帝於涼風堂書寝御書火謝來立侍左右無人來拔劍來觀帝覺命斬之,"Thời Đế ư Lương Phong đường thư tẩm, Ngự thư hoả Tạ Lai lập thị tả hữu vô nhân, Lai bạt kiếm lai quan Đế giác mệnh trảm chi."
壬寅五年元至正二十二年春正月令王侯公主諸家献,"Nhâm Dần ngũ niên, [Nguyên Chí Chính nhị thập nhị niên,] xuân chính nguyệt, lệnh Vương hầu công chúa chư gia hiến.."
諸雜戲,chư tạp hí.
帝閲定其優者賞之,Đế duyệt định kì ưu giả thưởng chi.
先是破唆都時獲優人李元吉善𰙔諸勢家少年婢子從習北唱,"Tiên thị, phá Toa Đô thời hoạch ưu nhân Lí Nguyên Cát thiện ca, chư thế gia thiếu niên tì tử tòng tập Bắc xướng."
元吉作古傳戲有西方王母献蟠桃等傳,Nguyên Cát tác cổ truyền hí hữu Tây phương Vương Mẫu hiến bàn đào đẳng truyện.
其戲有官人朱子旦娘拘奴等號凣十二人著錦袍綉衣擊皷吹箫彈琴撫掌閙奴教切擾也以檀構註云周后死後主書琵琶後曰天香留鳳尾餘煖在檀構更出送入為戲感人令悲則悲令歡則歡,"Kì hí hữu quan nhân Chu tử đán nương câu nô đẳng hiệu phàm thập nhị nhân trước cẩm bào tú y kích cổ suy tiêu đạn cầm phủ chưởng náo [nô giáo thiết nhiễu dã,] dĩ đàn cấu [Chú vân Chu Hậu tử hậu chủ thư tì bà hậu viết Thiên hương lưu phụng vĩ dư noãn tại đàn cấu.] cánh xuất tống nhập vi hí cảm nhân lệnh bi tắc bi lệnh hoan tắc hoan."
我囻有傳戲始此,Ngã quốc hữu truyện hí thuỷ thử.
又招集天下富家如北江亭榜國威俄亭,"Hựu chiêu tập thiên hạ phú gia như Bắc Giang Đình Bảng, Quốc Oai Nga Đình."
者入宫賭博為戲一擲錢三百鏹或三擲則錢比千鏹矣,giả nhập cung đổ bác vi hí nhất trịch tiền tam bách cưỡng hoặc tam trịch tắc tiền tỉ thiên cưỡng hĩ.
又令私奴耕蘇歷江上北,Hựu lệnh tư nô canh Tô Lịch giang thượng bắc..
彦有一畆種蒜薤等菜價賣名其方曰蒜圜至今尚存及造扇子價賣如之〇,ngạn hữu nhất mẫu chủng toán giới đẳng thái giá mại danh kì phương viết Toán viên [chí kim thượng tồn] cập tạo phiến tử giá mại như chi .
二月彗星見北方〇,"Nhị nguyệt, Tuệ tinh hiện Bắc phương ."
三月占城劫掠化州〇,"Tam nguyệt, Chiêm Thành kiếp lược Hoá Châu ."
夏四月命杜子平定補林平順化軍及繕完化州城〇,"Hạ tứ nguyệt, mệnh Đỗ Tử Bình định bổ Lâm Bìn, Thuận Hoá quân cập thiện hoàn Hoá Châu thành ."
五月雷震天安殿〇,"Ngũ nguyệt, lôi chấn Thiên An điện ."
自五月至秋七月旱,"Tự ngũ nguyệt chí thu thất nguyệt, hạn."
錄囚,Lục tù.
大雨,Đại vũ.
詔免天下今年租税之半〇,Chiếu miễn thiên hạ kim niên tô thuế chi bán .
八月以行遣范師孟知樞𡧸院事〇,"Bát nguyệt, dĩ Hành Khiển Phạm Sư Mạnh tri Khu Mật viện sự ."
大饑,Đại cơ.
詔富家進粟賑貧民賜爵有差〇,"Chiếu phú gia tiến túc chẩn bần dân, tứ tước hữu sai ."
九月帝幸天長府,"Cửu nguyệt, Đế hạnh Thiên Trường phủ."
民有疾疫賜官藥及錢米有差,Dân hữu tật dịch tứ quan dược cập tiền mễ hữu sai.
藥有名紅玉霜丸能蠲除百疾貧人能聽來賜藥二丸錢二陌米二升〇,"[Dược hữu danh Hồng ngọc sương hoàn năng quyên trừ bách tật Bần nhân năng thính lai tứ dược nhị hoàn tiền nhị mạch mễ nhị thăng,] ."
冬十月天健山崩〇,"Đông thập nguyệt, Thiên Kiện sơn băng ."
十二月,"Thập nhị nguyệt,.."
以杜子平同知門下,dĩ Đỗ Tử Bình đồng tri Môn hạ.
癸卯六年元至正二十三年春二月詔選民丁充補諸路軍〇,"Quý Mão lục niê, [Nguyên Chí chính nhị thập tam niên,] xuân nhị nguyệt, chiếu tuyển dân đinh sung bổ chư lộ quân ."
三月試士人以文藝充舘閣,"Tam nguyệt, thí sĩ nhân, dĩ văn nghệ sung quán các."
試吏員以書寫充省院属〇,Thí lại viên dĩ thư tả sung sảnh viện thuộc .
追贈少保張漢超為太傅〇,Truy tặng Thiếu bảo Trương Hán Siêu vi Thái phó .
夏五月還鄒庚前職爵〇,"Hạ ngũ nguyệt, hoàn Trâu Canh tiền chức tước ."
六月没籍大來社寨主吳引家,"Lục nguyệt, một tịch Đại Lai xã trại chủ Ngô Dẫn gia."
初引父於明宗時得蜈蚣大珠󰅾來雲屯商舶為之傾舶主欲得奇貨盡於所有買之,Sơ Dẫn phụ ư Minh Tông thời đắc ngô công đại châu đái lai Vân Đồn thương bách vi chi khuynh bách chủ dục đắc kì hoá tận ư sở hữu mãi chi.
引自此致富明宗以月山公主適之,Dẫn tự thử trí phú Minh Tông dĩ Nguyệt Sơn công chúa thích chi.
引特其富通滛别女又有欺公主語,Dẫn đặc kì phú thông dâm biệt nữ hựu hữu khi công chúa ngữ.
公主以聞,Công chúa dĩ văn.
免死没其家産〇,Miễn tử một kì gia sản .
冬十月?,"Đông thập nguyệt, [UNK].."
池於後宫御苑,trì ư hậu cung ngự uyển.
池忠積石為山四面各開川路通流,Trì trung tích thạch vi sơn tứ diện các khai xuyên lộ thông lưu.
池上種松竹雜樹及奇花異卉珍禽異獸,Trì thượng chủng tùng trúc tạp thụ cập kì hoa dị bôi trân cầm dị thú.
又育於其中池之西種雙桂起雙桂殿名其殿曰樂清殿其池曰樂清池,Hựu dục ư kì trung trì chi Tây chủng song quế khởi Song Quế điện danh kì điện viết Lạc Thanh điện kì trì viết Lạc Thanh trì.
又别為小池令海東人載鹹水潴焉以玳𤦛魚鼈海物養於池中又令化州人載鱷魚放之又有清魚池放清鮒鮒音付鯽魚也魚並置客都掌之,Hựu biệt vi tiểu trì lệnh Hải Đông nhân tải hàm thuỷ trư yên dĩ đại mạo ngư biết hải vật dưỡng ư trì trung hựu lệnh Hoá Châu nhân tải ngạc ngư phóng chi hựu hữu thanh ngư trì phóng thanh phụ [phụ âm phó tức ngư dã.] ngư tịnh trí khách đô chưởng chi.
甲辰七年元至正二十四年春二月造客廊于西殿直抵黄福門〇,"Giáp Thìn thất niên, [Nguyên Chí Chính nhị thập tứ niên,] xuân nhị nguyệt, tạo khách lang vu Tây điện trực để Hoàng Phúc môn ."
夏四月召永安宫正掌奉御裴寬與之,"Hạ tứ nguyệt, triệu Vĩnh An cung chính chưởng phụng ngự Bùi Khoan dữ chi.."
飲,ẩm.
寬以計詐飲盡百升賞爵二資〇,"Khoan dĩ kế trá ẩm tận bách thăng, Thưởng tước nhị tư ."
五月帝迎風翫月飲酒大醉親浴于江因此致疾,"Ngũ nguyệt, Đế nghênh phong ngoạn nguyệt ẩm tửu đại tuý thân dục vu giang nhân thử trí tật."
令藥官鄒庚等日夜輪直侍湯藥〇,Lệnh dược quan Trâu Canh đẳng nhật dạ luân trực thị thang dược .
秋七月疾愈〇,Thu thất nguyệt tật dũ .
八月選天下黄男定三等軍伍修戰船戰噐以防邊事〇,"Bát nguyệt, tuyển thiên hạ hoàng nam định tam đẳng quân ngũ tu chiến thuyền chiến khí dĩ phòng biên sự ."
冬十月恭肃王元昱卒,"Đông thập nguyệt, Cung Túc vương Nguyên Dực tốt."
乙巳八年元至正二十五年春正月占人掠化州春遊民,"Ất Tị bát niên, [Nguyên Chí Chính nhị thập ngũ niên,] xuân chính nguyệt, Chiêm nhân lược Hoá Châu xuân du dân."
先是化州俗每年春正月會士女鞦韆於󰜏陽,Tiên thị Hoá Châu tục mỗi niên xuân chính nguyệt hội sĩ nữ thu thiên ư BÀ Dương.
占人於前年十二月潜伏化州源頭至是奄至擄掠人口以歸〇,Chiêm nhân ư tiền niên thập nhị nguyệt tiềm phục Hoá Châu nguyên đầu chí thị yểm chí lỗ lược nhân khẩu dĩ quy .
冬十一月詔諒江山僚等軍鎮守,"Đông thập nhất nguyệt, chiếu Lạng Giang sơn liêu đẳng quân trấn thủ.."
邊防以北地亂明漢相爭屯南寕龍州故也〇,"biên phòng dĩ Bắc địa loạn Minh Hán tương tranh đồn Nam Ninh, Long Châu cố dã ."
時清化人韶寸為諒江防禦使統諒江軍屯東平江善撫軍士軍中樂之,"Thời Thanh Hoá nhân Thiều Thốn vi Lạng Giang phòng ngự sứ thống Lạng Giang quân đồn Đông Bình giang, thiện phủ quân sĩ, quân trung lạc chi."
後以弟驕點連坐落職,"Hậu dĩ đệ kiêu điểm liên toạ, lạc chức."
軍中為之語曰天不知寃韶公失官及治裝将歸又為語曰韶公之歸使我心悲,"Quân trung vi chi ngữ viết: Thiên bất tri oan Thiều công thất quan, cập trị trang tương quy hựu vi ngữ viết: Thiều công chi quy sử ngã tâm bi."
朝廷聞之復其官軍中又為語曰天知其寃韶公得官未幾卒〇,"Triều đình văn chi, phục kì quan quân trung hựu vi ngữ viết: Thiên tri kì oan Thiều công đắc quan Vị cơ tốt ."
明慈皇太妃薨,Minh Từ Hoàng thái phi hoăng.
妃藝宗生母也丙午九年元至正二十六年春正月命左僕射曾寬右僕射黎适閲定清化帳籍,"[Phi Nghệ Tông sinh mẫu dã.] Bính Ngọ cửu niê, [Nguyên Chí Chính nhị thập lục niên,] xuân chính nguyệt, mệnh Tả bộc xạ Tăng Khoan, Hữu bộc xạ Lê Quát duyệt định Thanh Hoá trướng tịch."
适清化人少遊京師其友人使燕京适送詩云驛路,"[Quát Thanh Hoá nhân thiếu du kinh sư kì hữu nhân sử Yên Kinh, Quát tống thi vân: Dịch lộ.."
三千君據鞍海門十二我還山中朝使者煙波客君得功名我得閑識者知适,"tam thiên quân cứ an Hải môn thập nhị ngã hoàn sơn, Trung triều sứ giả yên ba khách Quân đắc công danh ngã đắc nhàn Thức giả tri Thích"
?貴果登科驟過其先友人〇,tương quý quả đăng khoa sậu quá kì tiên hữu nhân] .
三月占人冦臨平府府官范阿葱擊敗之,"Tam nguyệt, chiêm nhân khấu Lâm Bình phủ, phủ quan Phạm A Song kích bại chi."
授阿葱臨平府大知府行軍守禦使〇,Thụ A Song Lâm Bình phủ đại tri phủ hành quân thủ ngự sứ .
夏四月詔諸路安撫使收捕道刧〇,"Hạ tứ nguyệt, chiếu chư lộ An phủ sứ thu bổ đạo kiếp ."
六月帝禦小舟幸米所鄕少尉陳吾郎家三更乃回,"Lục nguyệt, Đế ngự tiểu chu hạnh Mễ Sở hương Thiếu uý Trần Ngô Lang gia tam canh nãi hồi."
至褚家江被盗失寶壐寶劎,Chí Chử Gia giang bị đạo thất bảo tỉ bảo kiếm.
自知業短益縱為逸樂焉〇,Tự tri nghiệp đoản ích tung vi dật lạc yên .
是歲漢亡,"Thị tuế, Hán vong."
丁未十年元至正二十七年冬十二月以明字陳世興為統軍行遣同知尚書左司事杜子平副之伐占城〇,"Đinh Mùi thập niên, [Nguyên Chí Chính nhị thập thất niên,] đông thập nhị nguyệt, dĩ Minh Tự Trần Thế Hưng vi, Thống quân hành khiển đồng tri thượng thư tả ti sự Đỗ Tử Bình phó chi, phạt Chiêm Thành ."
拜恭定王暊左相國加封大王〇,"Bái Cung Định Vương phũ tả tướng quốc, gia phong Đại vương ."
戊申十一年明太祖朱元璋洪武元年春正月彗星見于昴宿之間〇,"Mậu Thân thập nhất niên, [Minh Thái Tổ Chu Nguyên Chương Hồng Vũ nguyên niên,] xuân chính nguyệt, tuệ tinh hiện vu Mão Túc chi gian ."
二月占城遣牧婆摩來乞復化州邊界〇,"Nhị nguyệt, Chiêm Thành khiến Mục Bà Ma lai khất phục Hoá Châu biên giới ."
三月造長廊自元玄閣直抵西大朝門以便百官進朝避暑雨〇,"Tam nguyệt, tạo trường lang tự Nguyên Huyền các trực để Tây đại triều môn dĩ tiện bách quan tiến triều tị thử vũ ."
夏四月陳世興至占洞,"Hạ tứ nguyệt, Trần Thế Hưng chí Chiêm Động."
占人伏兵盗𭛁我軍大潰,Chiêm nhân phục binh đạo phát ngã quân đại hội.
世興為賊所擒子平引軍還〇,"Thế Hưng vi tặc sở cầm, Tử Bình dẫn quân hoàn ."
明太祖即位於金陵建元洪武遣易濟民來聘〇,"Minh Thái Tổ tức vị ư Kim Lăng, kiến nguyên Hồng Vũ khiến Dịch Tế Dân lai sính ."
秋八月遣禮部侍郎陶文的如明報聘〇,"Thu bát nguyệt, khiến Lễ bộ thị lang Đào Văn Đích như Minh báo sính ."
冬十月召至靈道士玄雲赴京問以修煉之法,"Đông thập nguyệt, triệu Chí Linh đạo sĩ Huyền Vân phó kinh vấn dĩ tu luyện chi pháp."
賜所居洞曰玄天洞,Tứ sở cư động viết Huyền Thiên động.
己酉十二年六月以後楊日禮大定元年,"Kỉ Dậu thập nhị niên, [lục nguyệt dĩ hậu, Dương Nhật Lễ Đại Định nguyên niên ."
明洪武二年夏五月朔日食,"Minh Hồng Vũ nhị niên,] hạ ngũ nguyệt, sóc, nhật thực."
二十五日帝崩于正寝廟號裕宗臨崩之日以無嗣詔迎日禮入繼統,"Nhị thập ngũ nhật, Đế băng vu chính tẩm, miếu hiệu Dụ Tông, Lâm băng chi nhật dĩ vô tự, chiếu nghênh Nhật Lễ nhập kế thống."
史臣吳士連曰裕宗因溺嬰疾𡸈不知其無嗣耶日禮優人之子𡸈不知其非,"Sử thần Ngô Sĩ Liên viết: Dụ Tông nhân nịch anh tật, há bất tri kì vô tự da! Nhật Lễ ưu nhân chi tử há bất tri kì phi."
昱子邪况明宗諸子皆有才藝苟念社稷之重擇其才德者立為儲嗣以繫天下之望則國本固矣,Dực tử tà huống Minh Tông chư tử giai hữu tài nghệ câu niệm xã tắc chi trọng trạch kì tài đức giả lập vi trừ tự dĩ hệ thiên hạ chi vọng tắc quốc bản cố hĩ.
既不能然及寝疾又不以謀之太皇為社稷計乃詔日禮繼統以絶其嗣身崩之後禍及太皇及太宰等,Kí bất năng nhiên cập tẩm tật hựu bất dĩ mưu chi thái hoàng vi xã tắc kế nãi chiếu Nhật Lễ kế thống dĩ tuyệt kì tự thân băng chi hậu hoạ cập thái hoàng cập thái tể đẳng..
人,nhân.
不有藝皇及諸宗室則國家已非陳有矣,"Bất hữu Nghệ Hoàng cập chư tông thất, tắc quốc gia dĩ phi Trần hữu hĩ."
帝能尊師重道而不與謀及國事故賢者不可虚拘,Đế năng tôn sư trọng đạo nhi bất dữ mưu cập quốc sự cố hiền giả bất khả hư câu.
朱安之去無人告以善道所謂不信仁贒則國空虚是也,Chu An chi khứ vô nhân cáo dĩ thiện đạo Sở vị bất tín nhân hiền tắc quốc không hư thị dã.
六月十日大雨暴風〇,"Lục nguyệt, thập nhật, đại vũ bạo phong ."
十五日憲慈皇太后使人迎故恭肅大王昱庶子日禮即位改元大定元年,"Thập ngũ nhật, Hiến Từ hoàng thái hậu sử nhân nghênh cố Cung Túc Đại Vương Dực thứ tử Nhật Lễ tức vị, cải nguyên Đại Định nguyên niên."
日禮優人楊姜子,Nhật Lễ ưu nhân Dương Khương tử.
其母號王母者為傳戲時傳有王母献蟠桃日禮母為之因以為號方有娠昱悅其艶色納之及生以為己子,Kì mẫu hiệu Vương Mẫu giả vi truyền hí thời [truyền hữu Vương Mẫu hiến bàn đào Nhật Lễ Mẫu vi chi nhân dĩ vi hiệu.] phương hữu thần Dực duyệt kì diễm sắc nạp chi cập sinh dĩ vi kỷ tử.
至是太后謂群臣曰昱嫡長不得位且,Chí thị Thái hậu vị quần thần viết Dực đích trưởng bất đắc vị thả..
早棄世,tảo khí thế.
