cn,sv,vi
"喜見玉梅辭舊腊
選期綠柳染新衣","Hỷ kiến ngọc mai từ cựu lạp;
Hoàn kỳ lục liều nhiêm tân y.","Vui thấy mầm mai chào tháng chạp;
Lại chờ nhành liễu chuyển màu xanh."
"藏書萬卷可教子
遗金滿籯常住災","Tàng thư vạn quyền khả giáo tử;
Di kim mãn doanh thường trú tai.","Sách chứa vạn quyền hay dạy con;
Vàng để đầy hòm thường có họa."
"春從何處來共沐和風甘雨
花由此日發欣看柳綠桃紅","Xuân tòng hà xứ lai, cộng mộc hòa phong cam vù;
Hoa do thử nhật phát, hân khan liễu lục đào hồng.","Xuân từ đâu đến đây, cùng tắm gội gió lành mưa ngọt.
Hoa cũng ngày này nở, vui mừng xem liễu biếc đào hồng."
"一氣轉春回桂郁蘭芬梅吐玉
三元昭物化龍飛豹變鳳呈丹","Nhất khí chuyển xuân hồi, quế úc lan phân mai thổ ngọc;
Tam nguyên chiêu vật hóa, long phi, báo biến phượng trình đan.","Xuân về một khí chuyển, quế tốt, lan hương, mai nhả ngọc;
Vật đổi ba tháng đầu, rồng bay, báo biến, phượng khoe màu."
"桃李開花萬里和風生草木
山河悦目一天瑞藹集門庭","Đào lý khai hoa, vạn lý hòa phong sinh thảo mộc;
Sơn hà duyệt mục, nhất thiên thụy ái tập môn đình.","Đào mận nở hoa, muôn dặm gió lành tốt cây cỏ;
Núi sông sướng mắt, một trời mây đẹp phủ sân nhà."
"十分春色從天进
三錫鴻恩指日來","Thập phần xuân sắc tòng thiên nhạ;
Tam tích hồng ân chỉ nhật lai.","Mười phần xuân sắc theo trời đất;
Ba đợt ơn to thắng lợi về."
"水色山光陽春萬里
花開樹閏麗景四方","Thủy sắc sơn quang, dương xuân vạn lý;
Hoa khai thụ nhuận, lệ cảnh tứ phương.","Nước biếc non xanh, đường xuân vạn dặm;
Cây tươi hoa nở, cảnh đẹp bốn phương."
"解悶何妨呼陸羽
吟詩恰 好覓青蓮","Giải muộn hà phóng hô Lục Vũ;
Ngâm thi kháp hảo mịch thanh liên.","Giải buồn đâu ngại hô Lục Vũ;
Ngâm thơ tốt nhất có sen xanh."
"爐火烹來增雅趣
醴泉釀就醉春風","Lô hỏa phanh lai tăng nhã thú;
Lễ tuyền nhưỡng tựu túy xuân phong.","Lò lửa đun lên thêm thú nhã;
Nước nguồn nấu rượu gió xuân say."
"蓮蕊淨甌綠
蘭芽泛水馨","Liên nhụy phù âu lục;
Lan nha phiếm thủy hinh.","Nhụy sen nổi bình biếc;
Nụ lan trôi dòng thơm."
"席上多怀青眼酒
樽中雞識白頭翁","Tịch thượng đa hoài thanh nhân tửu;
Tôn trung nan thức bạch đầu ông.","Trên tiệc những mong người mắt biếc;
Chạm ly khó biết kẻ bạc đầu."
"座上筳鋪酒興連杯詩亦醉
窗前鶯轉花開並朵月還羞","Tòa thượng diên phô, tứu hứng liên bôi thi diệc túy;
Song tiền oanh chuyển, hoa khai tịnh đóa nguyệt hoàn tu.","Tiệc bày trên nhà, rượu uống mềm môi, thơ chếnh choáng;
Oanh hót trước cửa, hoa đua nhau nở, trăng thẹn thùng."
"把盏澆胸神骨健
吟詩入醉夢琿香","Bả trản nhiều hung, thần cốt kiện;
Ngâm thi nhập túy, mộng hồn hương.","Rửa bụng nầng ly, gân cốt mạnh;
Ngâm thơ say ngả, mộng hồn hương."
"飲來佳味分三稚
醉後歌狂驚四筳","ẤM lai giai vị phân tam nhã;
Túy hậu ca cuồng kinh tứ diên.","Uống vào mùi vị chia ba loại;
Say rồi hát loạn hãi bốn bên."
"風送一帘招遠容
價無雙品憶高賢","Phong tống nhất liêm chiêu viễn khách;
Giá vô song phẩm ức cao hiền.","Gió cuốn một rèm mời khách đến;
Phẩm giá không hai nhớ kẻ hiền."
"百年儒譜開門閥
九澤春膏暢海疆","Bách niên nho phả khai môn phiệt;
Cửu trạch xuân cao sướng hải cương.","Trăm năm nho học rộng mở cửa;
Chín lớp xuân ân biển xa gần."
"一家鍾鼎龍光湛
八秩簪釵鶴夢長","Nhất gia chung đỉnh long quang trạm;
Bát trật trâm thoa hạc mộng trường.","Một nhà bổng lộc tươi đẹp vẻ;
Tám chục trâm thoa tuổi thọ dài."
"日月祥光調玉燭
江山英氣擁雲帷","Nhật nguyệt tường quang điều ngọc chúc;
Giang sơn anh khí ủng vân duy.","Nhật nguyệt sáng soi tươi đuốc ngọc;
Non sông linh khí bọc màn mây."
"升斗亦酬霑絕袪子心寧拂忍
文章都塵蹟和丸母訓政難追","Thăng đấu diệc thù triêm, tuyệt khứ tử tâm ninh phất nhẫn;
Văn chương đô trần tích, hòa hoàn mẫu huấn chính nan truy.","Bổng lộc cũng mùi ngon, giữ áo, lòng con đi chẳng nỡ.
Văn chương đều vết bụi, thuốc viên, lời mẹ dạy tìm đâu."
"未必前賢皆可法
從來孺子尚堪欽","Vị tất tiền hiền giai khả pháp;
Tòng lai nhụ tử thượng kham khâm.","Đâu cứ tiên hiền là khuôn phép;
Nhiều khi con trẻ đáng suy tôn."
"酒常知節狂言少
心不能清亂夢多","Tửu thường tri tiết cuồng ngôn thiểu;
Tâm bất năng thanh loạn mộng đa.","Rượu biết kiềm chế ít nói loạn;
Lòng không thanh tịnh lắm mơ cuồng."
"無情未必真豪杰
有度方為大丈夫","Vô tinh vị tất chân hào kiệt;
Hữu độ phương vi tại trượng phu.","Vô tình chưa hẳn tay hào kiệt;
Độ lượng xem ra mới trượng phu."
"讀能明達耕能富
成自謙虛敗自驕","Độc năng mình đạt, canh năng phú;
Thành tự khiêm hư, bại tự kiêu.","Cày hay giàu có, đọc hay sáng;
Thua ở kiêu căng, được ở nhường."
"欲除煩悩須無我
各有來由莫妒人","Dục trừ phiền não tu vô ngã;
Các hữu lai do mạc đố nhân.","Muốn trừ phiền não phải vô ngã;
Đều có nguyên do chớ tị người."
"舊歲清除舊弊
新年樹立新風","Cựu tuế thanh trừ cựu tệ;
Tân niên thụ lập tân phong.","Năm cũ diệt trừ tệ nạn cũ;
Năm nay xây dựng tác phong nay."
"天頒賜全家盛旺
春帶來各户平安","Thiên ban tử tuin gia thịnh vượng;
*< Xuân đới lai các hộ bình an.","Trời ban cho cả nhà thịnh vượng;
Xuân đem lại mọi hộ bình an."
"棟宇巍峨制度規模盛飾
宮庭肅穆禮儀文物鼎明","Đống vũ nguy nga, chế độ quy mô thịnh sức;
Cung đình túc mục, lễ nghi văn vật đinh minh.","Cột mái nguy nga, chế độ quy mô rạng rỡ;
Cung đình nghiêm túc, lễ nghi văn vật quang minh."
"南北東西全境旄倪安福宅
士農工商四民樂利仰神麻","Nam bắc đông tây toàn cảnh, mao nghê an phúc trạch;
Sĩ nông công thương tứ dân, lạc lợi ngưỡng thần hưu.","Nam bắc đông tây toàn thể trẻ già yên phúc ấm;
Sĩ nông công thương bốn lớp vui chung đội ơn thần."
"聖德無彊捍患除災四社民康物阜
神功莫側陰扶墨助十秋俗美人淳","Thánh đức vô cương hãn hoạn trừ tai, tứ xã dân thang vật phụ;
Thần công mạc trắc âm phù mặc trợ, thiên thu tục mỹ nhân thuần.","Đức thánh vô biên, cứu nạn trừ tai, bốn xã dân yên vật thịnh;
Công thần khôn tả, âm phù ngầm giúp, tục đẹp người thuần."
"春到周天陶淑氣
時來貫地沐榮葩","Xuân đáo chu thiên đào thục khí;
Thời lai quán địa mộc vinh ba.","Xuân đến quanh trời tràn khí ấm;
Thời về khắp đất trổ hoa tươi."
"庭森槐蔭招質士
室引蘭香待貴人","Đình sâm hòe ấmchiêu hiền sĩ,;
Thất dẫn lan hương đãi quí nhân.","Hòe tỏa rợp sân chiêu hiền sĩ;
Lan thơm ngát sảnh đợi quí nhân."
"月移疏影穿簾透
風引清香入户來","Nguyệt di sơ ảnh xuyên liêm thấu;
Phong dẫn thanh hương nhập hộ lai.","Trăng chuyển qua rèm soi lọt bóng;
Gió lùa tận gối thoảng đưa hương."
"座上笑談春起色
門中吟詠筆生香","Tọa thượng tiếu đàm xuân khởi sắc;
Môn trung ngâm vịnh bút sinh hương.","Trước án chuyện trò xuân nổi sắc;
Trong nhà ngâm vịnh bút sinh hương."
"木出千枝由有本
水流萬派溯從源","Mộc xuất thiên chi do hữu bản;
Thủy lưu vạn phái tố tòng nguyên.","Cây chung nghìn nhánh sinh từ gốc;
Nước chảy muôn dòng phát tại nguồn."
"庭前最喜風和習
門內榮開熟氣薰","Đình tiền tối hỉ phong hòa tập;
Môn nội vinh khai thục khí huân.","Trước cửa mừng vui luồng gió ấm:
Trong nhà vinh hạnh nếp sống êm."
"天錫永齡繼引魯彭之歲月
地鍾旺氣嬉游歐亞的乾坤","Thiên tích vĩnh linh, kế dần Kiều Bành chi tuế nguyệt;
Địa chung vượng khí, hi du Âu á đích cần khôn.","Trời phú tuổi cao, năm tháng Kiều Bành còn đủng đỉnh;
Đất bồi khí vượng, đường đời Âu Á vẫn thènh thang."
"勤種地早還糧父老開時常課子
多讀書省告壯鄉民無事英來城","Cần chủng địa, bảo hoàn lương, phụ lão nhàn thời thường khóa tử,
Đa độc thư, tỉnh cáo trạng, hương dân vô sự mạc lai thành.","Chăm cày ruộng, sớm nộp lương, phụ lão thừa nhàn, thường dạy trẻ;
Siêng học hành, bớt kiện tụng, lương dân vô sự, chẳng vào thành."
"佛在心真心是佛積善餘慶
察有道正道傳家施仁常樂","Phật tại tâm, chân tâm thị Phật, tích thiện dư khương;
Gia hữu đạo, chính đạo truyềngia, thi nhân thường lạc.","Phật ở lòng, lòng thành là Phật, chứa việc thiện dồi dào phúc đức;
Gia có đạo, đạolý truyền gia, làm điều nhân thoải mái tinh thần."
"怒中言發速悔遲可思可忍
世間财得難失易惟儉惟勤","Nộ trung ngôn, phát tốc hối trì, khả tư, khả nhân;
Thế gian tài, đắc nan thất dị, duy kiệm, duy cần.","Nói lúc giận, phát ngôn vội vã, hối lại đã chầy, nên phải suy phải nhịn;
Của trên đời, kiếm được khí khẳn, mất đi càng dễ, chỉ có kiệm có cần."
"禮樂威儀敬如神在
誕歌鼓舞樂在人和","Lễ nhạc uy nghĩ kính như thần tại;
Âu ca cổ vũ lạc tại nhân hòa.","Lễ nhạc uy nghi, kính tựa thần linh hiến hiện;
Âu ca cổ vũ, vui thay dân chúng thuận hòa."
"族姓貴尊萬代長存名繼盛
祖堂靈拜千年恒在德流光","Tộc tính quý tôn, vạn đại trường tồn danh kế thịnh;
Tổ đường linh bái, thiên niền hằng tại đức lưu quang.","Họ hàng tôn quý, chẳng phai mờ công danh muôn thuở;
Tổ miếu thiêng liêng, còn tỏa sáng phúc đức nghìn thu."
"涯邊挹石稱知己
苔里尋詩見故人","Nhai biên ấp thạch xưng tri kỷ;
Đài lý tầm thi kiến cố nhân.","Men bờ ôm đá xưng tri kỷ;
Vạch bụi tìm thơ thấy cố nhân."
"赢輪世事統棋局
濃淡人情付酒鐘","Doanh thâu thế sự nhiêu kỳ cục;
Nồng đạm nhân tình phó tửu chung.","Cuộc cờ thua được như thế sự;
Ly rượu nhạt nồng tựa nhân tình."
"有容游觀時何必拘拘風水議
同鄉歆慕處所謂存存道義門","Hữu khách du quan thì, hà tất câu câu phong thủy nghị;
Đồng hương hâm mộ xứ, sở vị tồn tồn đạo nghĩa môn.","Đông khách tham quan, há phải tìm nơi phong thủy đẹp;
Cả làng hâm mộ, chỉ vì chuộng cửa nghĩa nhân cao."
"春節百花春聚江山含仰望
時來萬種長成秀茂普齊資","ân tiết bách hoa xuân tụ giang sơn hàm ngưỡng vọng;
Thời lai vạn chủng trường thành tú mậu phổ tề tư.","Tiết xuân trăm hoa tụ hội núi sông đều ngưỡng vọng;
Đến thời vạn loại trưởng thành tốt tươi cùng tốt tươi."
"鎭北古名藍蕩漾西湖光慧日
學南今勝跡方從東土振禅開","Trấn Bắc cổ danh lam, đăng dạng Tây Hồ quang tuệ nhật;
Việt Nam kim thắng tích, phương tùng Đông Thổ chấn thiền quan.","Trấn Bắc vốn danh lam, lãng đãng Tây Hồ quang tuệ nhật;
Việt Nam nay thắng tích, ngát hương Đông Thổ giữ thiền quan."
"艷龍桃園千古色
莊嚴佛像壹高臺","Diễm lệ đào viên thiên cổ sắc;
Trang nghiêm phật tượng nhất cao đài.","Vườn dào diễm lệ ngàn năm sắc;
Tượng phật trang nghiêm một đài cao."
"天保辰亨生聖帝
地靈運泰出神佔","Thiên bảo thời hanh sinh thánh đế;
Địa linh vận thái xuất thần tiền.","Trời giúp hanh thông sinh vua thánh;
Đất linh vận mở xuất thần tiên."
"鷲嶺花枯傳密法
頂山聖化顯眞王","Thứu Lĩnh hoa khô truyền mật pháp;
Đỉnh sơn thánh hóá hiển chân vương.","Hoa khô Thứu Lĩnh truyền mật pháp;
Thánh hóa Đinh sơn hiển chân vương."
"佛波眾生莫論富質榮辱容
法門轉化勿談貴賤智愚人","Phật độ chúng sinh mạc luận phú bần vinh nhục khách;
Pháp môn chuyển hoá vật đàm quý tiện trí ngu nhân.","Phật cứu chúng sinh, chớ bàn khách giàu nghèo vinh nhục;
Pháp môn chuyển hóa, đừng nói kẻ ngu trí sang hèn."
"暮鼓朝鍾喚醒•塵埃名利客
法聲佛號歸回苦海夢迷人","Mộ cổ triêu chung hoán tỉnh trần ai danh lợi khách;
Pháp thanh phật hiệu quy hồi khổ hải mộng mê nhân.","Chuông sớm trống chiều gọi khách lợi danh trần ai tỉnh lại;
Tiếng kinh câu kệ đưa người mê mộng khổ hải quay về."
"大殿煇皇衣缽花開迎瑞日
林寂淨菩提樹長送春風","Đại điện huy hoàng y bát hoa khai nghênh thụy nhật; •
Giác lâm tịch tĩnh bồ đề thụ trưởng tống xuân phong.","Điện lớn huy hoàng, y bát hoa khai mừng ngày tốt;
Giác làm tĩnh mịch, bổ đề cây lớn tiền gió xuân."
"聚德妙靈通方信古今蓬島
母儀神運化長留天地雪冰","Thánh đức diệu linh thông, phương tín cổ kim bồng đảo;
Mẫu nghi thần vận hóa, trường lưu thiên địa tuyết băng.","Thánh đức thật linh thông, mới biết xưa nay nơi hồng đảo;
Mẫu nghi thần biến hóá, dài lâu trời đất chốn tuyết băng."
"天本再生畸花下題詩神筆在
地仙參降顯御前製錦聖恩嘉","Thiên Bản tái sinh kỳ, hoa hạ đề thi thần bút tại;
Địa Tiên tam giáng hiển, ngự tiền chế cẩm thánh ân gia.","Đất Thiên Bản tái sinh kỳ diệu, dưới hoa đề thơ thần, bút đó;
Miền Tiên Hương tam giáng hiển linh, trước nhà vua dệt gấm, ơn đây."
"參世.金身子育群生瞻法雨
歷朝.葩衰母儀千古凜英風","Tam thế kim thân tử dục quần sinh chiêm pháp vũ;
Lịch triều ba cổn mẫu nghi thiên cổ lầm anh phong.","Thân vàng ba thế, nuôi dưỡng quần sinh xem pháp vũ;
Áo cổn mấy triều, mẫu nghi thiên cổ nổi anh phong."
"普化工高山萬丈
濟生徳著月天秋","Phổ hóá cộng cao sơn vạn trượng;
Tế sinh đức trứ nguyệt thiên thụ.","Công phổ hóa núi cao muôn trượng;
Đức tế sinh trăng rọi nghìn thu."
"川毓河鍾正直神明而一
魚沉鶴落妖嬌婉艷無雙","Xuyên dục hà chung, chính trực thân mình nhi nhất;
Ngư trầm hạc lạc, yêu kiều uyển diễm vô song.","Sông nuôi nước luyện, chính trực thần minh bậc nhất;
Cá lặn hạc sa, yêu kiều diểm lệ không hai."
"生爲國柱顯為神
福在萬民功在世","Sinh vi quốc trụ, hiển vi thần;
Phúc tại vạn dân, công tại thế.","Sống làm quốc trụ thác làm thần;
Phúc tại muôn dân công tại thế."
"雄王創籍田耕藝
聖賢頒業寶明農","Hùng vương sáng tịch điền canh nghệ;
Thánh hiền ban nghiệp bảo minh nông.","Vua Hùng mở nghề dạy cày cấy;
Thánh hiền ban nghiệp trọng nghề nông."
"廣流正氣匡扶廟貌煮萬彰聖德
論誌英聲自古山河壯麗赫神威","Quảng lưu chính khí khuông phù miếu mạo huân cao chương thánh đức;
Luận chí anh thanh tự cổ sơn hà tráng lệ hách thần uy.","Rộng dòng chính khí giữ gìn miếu mạo khói hương tỏ thánh đức;
Ghi chép tiếng vang tự cổ non sông tráng lệ chói thần uy."
"南天拾捌世車書初頭第壹聖
西嶽億萬年香火上等最靈神","Nam thiên thập bát thế xa thư, sơ đầu đệ nhất Thánh;
Tây Nhạc ức vạn niền hương hỏa, thượng đẳng tối linh Thần.","Trời Nam mười tám đời truyền nối, buổi đầu đệ nhất Thánh;
Tây Nhạc ức vạn năm hương hỏa, thượng đằng tối linh Thần."
"祖功宗德萬古精神草聚
春祀秋常億年香火煮蒿","Tổ công tông đức vạn cổ tinh thần tụy tụ;
Xuân tự thu thường ức niên hương hỏa huân cao.","Tổ công tông đức, muôn thuở tinh thần hội tụ;
Xuân cúng thu lễ, ức niên hương hoa thơm tho."
"出入仰彌高然在
往來瞻起敬誠心","Xuất nhập ngường di cao nhiên tại;
Vũng lai chiêm khởi kính thành tâm.","Ngửa thấy càng cao, ra vào còn đấy;
Người thêm kính trọng, qua lại thành tâm."
"天書定份正統肇封都百粤山河之有祖
光岳協靈故宮成萃廟三江襟帶尚朝尊","Thiên thư định phận, chính thống triệu phong đô Bách Việt sơn hà chi hữu tổ
Quang nhạc hiệp linh, cố cung thành tụy miếu tam giang khâm đới thượng triều tôn.","Thiên thư định phận, chính thống mở kinh thành, Bách Việt núi sông đà có chủ;
Núi lớn cùng thiêng, cố cung thành miếu mạo, Tam Giang áo mũ vẫn duy trì."
"啟我南邦鴻貉千秋尊帝國
顯丁西土傘瀘一帶壽新祠","Khải ngã Nam bang Hồng Lạc thiên thu tôn đế quốc;
Hiển Đinh Tây Thổ Tản Lô nhất đới thọ tân từ.","Mở nước Nam ta, Hồng Lạc ngàn thu tôn đế hiệu;
Sáng ngời Tây Thổ, Tản Lô một dải thọ tân từ."
"大地雄王愛國民生盛旺
東向南天和平造立千秋","Đại địa Hùng vương ái quốc dân sinh thịnh vượng;
Đông hướng Nam thiên hòa bình tạo lập thiên thu.","Đất lớn vua Hùng, yêu nước sinh dân thịnh vượng;
Đông hướng trời Nam, hòa bình gây dựng ngàn thu."
"始帝炎邦貞淑五南起業
生神古地樓臺一蔟重新","Thủy đế viêm bang trinh thục ngũ Nam khởi nghiệp;
Sinh thần cổ địa lâu đài nhất thốc trùng tân.","Vua đầu viêm bang, trinh thục ngũ nam dựng nghiệp;
Thần sinh đất cổ, lâu đài một cụm mới xây."
"慈間留香作養人才標女烈
故鄉遗跡勤勞王室顯臣忠","Từ khổn lưu hương tác dưỡng nhân tài tiêu nữ liệt;
Cố hương di tích cần lao vương thất hiển thần trung.","Phòng mẹ thơm hương, nuôi dạy nhân tài nêu liệt nữ;
Làng quê dấu tích, siêng năng việc nước tỏ trung thần."
"聖德冠南天默佑鄉民康泰
神威腾北地匡扶社援安寧","Thánh đức quán Nam thiên mặc hựu hương dân khang thái;
Thần uy đằng Bắc địa khuông phù xã tắc an ninh.","Thánh đức chủ trời Nam, giúp đỡ dân làng khang thái;
Thần uy trùm đất Bắc, khuông phù đất nước an ninh."
"顏應默扶寧國勢
感通威鎭護民鄉","Hiển ứng mặc phù ninh quốc thế;
Cảm thông uy trấn hộ dân hương.","Hiển ứng giúp ngầm bền thế nước;
Cảm thông uy trấn hộ dân làng."
"雄嶺千秋標正氣
洮江一陣震奇功","Hùng lĩnh thiên thu tiêu chính khí;
Thao giang nhất trận chấn kỳ công.","Núi Hùng ngàn năm nêu chính khí;
Sông Thao một trận nổi kỳ công."
"只有孤忠事去而心存故國
別成會所民間而肅若朝廷","Chỉ hữu cô trung sự khứ nhi tâm tồn cố quốc;
Biệt thành hội sở dân gian nhi túc nhược triều đình.","Chỉ có cô trung, việc cũ mà lòng còn nhớ nước;
• Riêng thành hội sở, dân gian nghiêm túc tựa trong triều."
"應蜀聘扶蜀危莫大勳名標宇宙
抗趙軍嗎趙使提高義氣作山河","Ứng Thục sính, phù Thục nguy, mạc đại huân danh tiêu vũ trụ,
Kháng Triệu quân, mạ Triệu sứ, đề cao nghĩa khí tác sơn hà.","Làm rể Thục, cứu nguy Thục, khó sánh tiếng tăm nêu vũ trụ;
Chống quân Triệu, mắng sứ Triệu, đề cao nghĩa khí giữ sơn hà."
"後先濯也功於國
左七洋乎祀在民","Hậu tiên trạc dũ công ư quốc;
Tả hữu dương hồ tự tại dân.","Công vơi nước trước sau rộng lớn;
Thờ do dân, trái phải mềnh mông."
"山秀水佳如畫高清傘珥
地靈人傑兼優韜略孫吳","Sơn tú thuy giai như họạ cao thanh Tản Nhĩ;
Địa linh nhân kiệt kiêm ưu thao lược Tôn Ngô.","Tản, Nhĩ cao trong, nước biếc non xanh như vẽ;
Tôn, Ngô thao lược, người kiệt đất linh gồm tài."
"聖德英靈扶國盛
神功赫濯助民安","Thánh đức anh linh phù quốc thịnh;
Thần công hách trạc trợ dân an.","Đức thánh anh linh, phù nước thịnh;
Công thần hiển hách, giúc dân an."
"洮水源深流益逺
東阿日暮影猶長","Thao thuỷ nguyên thâm lưu ích viễn;
Đông a nhật mộ ảnh do trường.","Thao giang nguồn rộng, dòng xa thẳm;
Trần nghiệp về chiều, bóng vẫn dài."
"節義匡扶宗國祚
靈聲赫灌護斯民","Tiết nghĩa khuông phù tông quốc tộ;
Linh thanh hách trạc hộ tư dân.","Tiết nghĩa khuông phù bền phúc nước; .
Linh thiêng lừng lẫy giúp cho dân."
"萬古功成名顯達
千秋德盛姓繁榮","• Vạn cổ công thành danh hiển đạt;
Thiên thu đức thịnh tính phồn vinh.","Muôn thuở công thành, danh hiển đạt;
Ngàn thu đức thịnh, họ phần vinh."
"亞雨歐風新砥柱
雄崗傘嶺舊封疆","Á vũ Âu phong tân chỉ trụ;
Hùng cương Tản lĩnh cựu phong cương.","Mưa Á gió Âu nền cột mới;
Núi Hùng non Tản cõi bờ xưa."
"劫嶺瀘江標正氣
花旗寶劍翊靈聲","Kiếp lĩnh Lô giang tiêu chính khí;
Hoa kỳ bảo kiếm dực linh thanh.","Núi Kiếp, sông Lô nêu chính khí;
Cờ hoa kiếm báu sáng linh thiêng."
"花石鐘靈神將化身平北宋
黄雲秀氣天星降世翊南天","Hoa thạch chung linh thần tướng hoá thân binh Bắc Tống;
Hoàng vân tủ khí thiên tinh giáng thế dực Nam thiên.","Hoa đá linh thiêng, thần tướng hóa thân bình Bắc Tống.
Mây vàng khi đẹp, thiên tinh giáng thế giúp trời Nam."
"寵绥四辰如在上在左右
濯靈萬古保此土此人民","Sủng tuy tử thời, như tại thường tại tả hữu;
Trạc linh vạn cổ, bảo thử thổ thử nhân dân.","Nối tiếp bốn mùa, như ở trên, như trái phải;
Linh thiêng muón thuở, giữ đất này, nhân dân này."
"平虜戚聲北激寒心遽甲
慕珠舊跡南邦勝地退袍","Bình lỗ uy thanh, Bắc địch hàn tâm cự giáp;
Mộ Châu cự tích Nam bang thắng địa thoái bào.","Dẹp giặc lừng danh, quân Bắc kinh hồn quẳng giáp;
Mộ Châu dấu cũ, trời Nam đất vượng cởi bào."
"前土宅後靈祠至今不改
孝於家忠與國自古猶傳","Tiền thổ trạch hậu linh từ chí kim bất cải;
Hiếu ư gia trung dữ quốc tự cổ do truyền.","Trước chỗ ở, sau đền thiêng; đến nay chẳng đổi;
Hiếu trong nhà, trung với nước, từ còn truyền."
"秀氣一胞留越史
雄風萬古懍神威","Tú khí nhất bào lưu Việt sử;
Hùng phong vạn cổ lẫm thần uy.","Một bọc khí thiêng lưu sử Việt;
Muôn năm gió mạnh trọng uy thần."
"一柱高標芳山有勁骨
千秋永久土玉生德才","Nhất trụ cao tiêu phương sơn hữu kình cốt;
Thiên thu vĩnh cửu thổ ngọc sinh đức tài.","Một cột nêu cao, núi danh có cốt cứng;
Ngàn năm vĩnh cửu, đất ngọc sinh đức tài."
"往以尊喝水爭高徽廟宇
銅可鑄浪湖不折漢風雷","Văng đi tôn, Hát thủỷ tranh cao Trưng miếu vũ;
Đồng khả trù, Lãng hồ bất chiết Hán phong lôi.","Sông Hát réo vươn cao, mãi tôn vinh đền miếu hai Bà;
Sóng gió Lãng hỗ, chưa bẻ gãy cột đồng Đông Hán."
"百戰立奇功懿親良將
千秋傅勝跡故宅新祠","Bách chiến lập kỳ công ý thân lương tướng;
Thiên thu truyền thắng tích cố trạch tân từ.","Trăm trận lập kỳ công, Hoàng thân tướng giỏi,;
Ngàn thu truyền cảnh đẹp, Cố Trạch đền nay."
"山勢地形淵源引脈高封後
雄峰萬古聖王乘龍駕御前","Sơn thế địa hình uyên nguyên dẫn mạch cao phong hậu;
Hùng phong vạn cổ thánh vương thừa long giá ngự tiền.","Cội nguồn dẫn mạch, kín che sau thế núi địa hình;
Thánh chúa cưỡi rồng, ngự giá trước đỉnh Hùng vạn cố."
"椿陣餘風敲樹杪
藥山古月印江心","Thung trận dư phong xao thụ mạo;
Lạc sơn cố nguyệt ấn giang tâm.","Trận cọc còn vang, cây phất gió;
Vườn thuốc trăng xưa, chiêu lòng sông."
"雲擁蘆旗天開運
包咸水馬地終靈","Vân ủng lô kỳ thiên khai vận;
Bao hàm thủy mã địa chung linh.","Mây cuốn cờ lau', trời mở vận;
Bao hàm ngựa nước, đất linh thiêng."
"協啓千秋新廟貌
迴廊四面舊江山","Hiệp khải thiên thu tân miếu mạo.
Hồi lang tứ diện cựu giang sơn;","Cùng dựng ngàn năm đến miếu mới.
Nhà quây bốn mặt núi sông xưa;"
"基址重新龍象左排孚仰望
江山依舊龜坼右列壯觀膽","Cơ chỉ trùng tân long tượng tả bài phu ngưỡng vọng;
Giang sơn y cựu quy xích hữu liệt tráng quan chiêm.","Nền nhà làm mới, tượng rồng bày trái gây tin tưởng;
Non sông như cũ, mai rùa đặt phải gợi tham quan."
"赫濯瑞雲留聖跡
繁宣富厚遍神麻","Hách trạc thụy vân lưu thánh tích;
Phồn tuyên phú hậu biến thần hưu.","Mây lành rực rỡ, lưu dấu thánh;
Giàu có sinh sôi, nấp bóng thần."
"仰之遗高進一步升一級
瞻者起敬赫厥聲濯厥靈","Ngưỡng chi di cao, tiến nhất bộ, thăng nhất cấp;
Chiêm giả khởi kính, hách quyết thanh, trạc quyết linh.","Kẻ ngước thấy cao, tiến một bước lên một bậc;
Người xem thêm kính, lừng tiếng vang, rậy tiếng thiêng."
"神功深莫測
聖德默扶持","Thần công thâm mạc trắc;
Thánh đức mặc phù trì.","Thần công khôn lường sâu;
Thánh đức phù trì kín."
"溥海仰神麻
安瀾沾聖德","Phổ hải ngưỡng thần hưu;
An lan chiêm thánh đức.","Biển rộng nhớ ơn thần;
Sóng yên nhuần đức thánh."
"水德汪涵七郡花村沾潤澤
金臺燦爛三河流域沐恩光","Thủy đức uông hàm, thất quận hoa thôn chiêm nhuận trạch;
Kim đài xán lạn, tam hà lưu vực mộc ân quang.","Đức nước mênh mông, bảy quận thôn hoa nhuần tưới thấm;
Đài vàng xán lạn, ba sông lưu vực đượm ân soi."
"風景有情色色映中天日月
乾坤不老永永存世上精靈","Phong cảnh hữu tình sắc sắc ánh trung thiên nhật nguyệt;
Càn khôn bất láo vĩnh vĩnh tồn thế thượng tinh linh.","Phong cảnh có tình, sắc sắc rạng giữa trời nhật nguyệt;
Càn khôn chẳng lão, mãi mãi còn cõi thế anh linh."
"天應地靈龍橋寺
神扶佛度錦隊村","Thiên ứng địa linh Long Kiều tự;
Thần phù phật độ Cẩm Đội thôn.","Chùa Long Kiểu trời ứng đất linh;
Thôn Cẩm Đội thần phù phật độ."
"梵宇擎天標屹柱
林圓特地起層樓","Phạn vũ kình thiên tiêu ngật trụ;
Lâm viên đặc địa khởi tằng lâu.","Mái phạn chống trời cao ngất cột;
Lâm viên đất tốt dựng tầng lầu."
