cn,sv,vi
一陳,Nhất Trần,Nhất Trần
癸巳,Quý Tỵ,Quý Tỵ
簡定重光,Giản Định Trùng Quang,Giản Định Trùng Quang
太祖高皇帝,Thái Tổ Cao Hoàng Đế,Thái Tổ Cao Hoàng Đế
一外,Nhất Ngoại,Nhất Ngoại
吳使,Ngô Sứ,Ngô Sứ
李太祖,Lý Thái Tổ,Lý Thái Tổ
昭皇,Chiêu Hoàng,Chiêu Hoàng
陳憲宗,Trần Hiến Tông,Trần Hiến Tông
重光帝,Trùng Quang Đế,Trùng Quang Đế
一恭皇,Nhất Cung Hoàng,Nhất Cung Hoàng
其莫,Kì Mạc,Kì Mạc
一莊宗,Nhất Trang Tông,Nhất Trang Tông
萬賴,Vạn Lại,Vạn Lại
一中宗英宗,Nhất Trung Tông Anh Tông,Nhất Trung Tông Anh Tông
一神宗,Nhất Thần Tông,Nhất Thần Tông
神宗,Thần Tông,Thần Tông
起壬戌,Khởi Nhâm Tuất,Khởi Nhâm Tuất
䧺王凣,Hùng Vương Phàm,Hùng Vương Phàm
後,H,H
起甲午,Khởi Giáp Ngọ,Khởi Giáp Ngọ
武帝在,Vũ Đế Tại,Vũ Đế Tại
文王在,Văn Vương Tại,Văn Vương Tại
明王在,Minh Vương Tại,Minh Vương Tại
属西漢,Thuộc Tây Hán,Thuộc Tây Hán
起庚,Canh Tý,Canh Tý
至壬,Nhâm Dần,Nhâm Dần
属東漢,Thuộc Đông Hán,Thuộc Đông Hán
前李南帝,Tiền Lý Nam Đế,Tiền Lý Nam Đế
附桃郎王,Phụ Đào Lang Vương,Phụ Đào Lang Vương
曲節度,Khúc Tiết Độ,Khúc Tiết Độ
楊正公,Dương Chính Công,Dương Chính Công
吳氏,Ngô Thị,Ngô Thị
先皇,Tiên Hoàng,Tiên Hoàng
辛巳,Tân Tỵ,Tân Tỵ
己酉,Kỷ Dậu,Kỷ Dậu
大行皇,Đại Hành Hoàng,Đại Hành Hoàng
景瑞,Cảnh Thuỵ,Cảnh Thuỵ
太祖皇帝,Thái Tổ Hoàng Đế,Thái Tổ Hoàng Đế
聖宗皇帝,Thánh Tông Hoàng Đế,Thánh Tông Hoàng Đế
龍瑞太平,Long Thuỵ Thái Bình,Long Thuỵ Thái Bình
彰聖嘉慶,Chương Thánh Gia Khánh,Chương Thánh Gia Khánh
龍章天嗣,Long Chương Thiên Tự,Long Chương Thiên Tự
天貺寳象,Thiên Huống Bảo Tượng,Thiên Huống Bảo Tượng
天符睿武,Thiên Phù Duệ Vũ,Thiên Phù Duệ Vũ
天符慶壽,Thiên Phù Khánh Thọ,Thiên Phù Khánh Thọ
神宗皇帝,Thần Tông Hoàng Đế,Thần Tông Hoàng Đế
天彰寳嗣,Thiên Chương Bảo Tự,Thiên Chương Bảo Tự
天嘉寳祐,Thiên Gia Tư Hựu,Thiên Gia Tư Hựu
治平龍應,Trị Bình Long Ứng,Trị Bình Long Ứng
惠宗皇帝,Huệ Tông Hoàng Đế,Huệ Tông Hoàng Đế
建嘉,Kiến Gia,Kiến Gia
天章有道,Thiên Chương Hữu Đạo,Thiên Chương Hữu Đạo
紹隆,Thiệu Phong,Thiệu Phong
寳符,Bảo Phù,Bảo Phù
仁宗皇帝,Nhân Tông Hoàng Đế,Nhân Tông Hoàng Đế
紹寳,Thiệu Bảo,Thiệu Bảo
憲宗皇帝,Hiến Tông Hoàng Đế,Hiến Tông Hoàng Đế
開祐,Khai Hựu,Khai Hựu
裕宗皇帝,Dụ Tông Hoàng Đế,Dụ Tông Hoàng Đế
附楊日禮,Phụ Dương Nhật Lễ,Phụ Dương Nhật Lễ
昌符,Xương Phù,Xương Phù
順宗皇帝,Thuận Tông Hoàng Đế,Thuận Tông Hoàng Đế
光泰,Quang Thái,Quang Thái
簡定帝,Giản Định Đế,Giản Định Đế
興慶,Hưng Khánh,Hưng Khánh
重光,Trùng Quang,Trùng Quang
大寳,Đại Bảo,Đại Bảo
仁宗宣皇帝,Nhân Tông Tuyên Hoàng Đế,Nhân Tông Tuyên Hoàng Đế
肅宗欽,Túc Tông K,Túc Tông K
恭皇,Cung Hoa,Cung Hoa
莊宗裕帝在,Trang Tông Dụ Hoàng Đế,Trang Tông Dụ Hoàng Đế
元和,Nguyên Hoà,Nguyên Hoà
附莫登瀛大,Mạc Đăng Doanh Đại Chính,Mạc Đăng Doanh Đại Chính
福海廣和,Phúc Hải Quảng Hoà,Phúc Hải Quảng Hoà
福源永定,Phúc Nguyên Vĩnh Định,Phúc Nguyên Vĩnh Định
洪福,Hồng Phúc,Hồng Phúc
附莫福源光寳,Phụ Mạc Phúc Nguyên Quang Bảo,Phụ Mạc Phúc Nguyên Quang Bảo
茂洽淳福,Mậu Hợp Thuần Phúc,Mậu Hợp Thuần Phúc
崇康,Sùng Khang,Sùng Khang
世宗毅皇帝,Thế Tông Nghị Hoàng Đế,Thế Tông Nghị Hoàng Đế
永祚,Vĩnh Tộ,Vĩnh Tộ
德隆,Long Đức,Long Đức
陽和,Dương Hoà,Dương Hoà
真宗順皇帝,Chân Tông Thuận Hoàng Đế,Chân Tông Thuận Hoàng Đế
嘉宗美皇,Gia Tông Mĩ Hoàng,Gia Tông Mĩ Hoàng
陽德,Dương Đức,Dương Đức
德元,Đức Nguyên,Đức Nguyên
皇上,Hoàng Thượng,Hoàng Thượng
覧聖宗淳皇,Lãm Thánh Tông Thuần Hoàng,Lãm Thánh Tông Thuần Hoàng
天南餘暇,Thiên Nam Dư Hạ,Thiên Nam Dư Hạ
懌德宗建皇帝樂宛餘閑,Dịch Đức Tông Kiến Hoàng Đế Lạc Uyển Dư Nhàn,Dịch Đức Tông Kiến Hoàng Đế Lạc Uyển Dư Nhàn
殷湯,Ân Thang,Ân Thang
越鑑通考,Việt Giám Thông Khảo,Việt Giám Thông Khảo
黄樞,Hoàng Khu,Hoàng Khu
大學,Đại Học,Đại Học
經陽王,Kinh Dương Vương,Kinh Dương Vương
洞庭君,Động Đình Quân,Động Đình Quân
炎帝,Viêm Đế,Viêm Đế
貉龍,Lạc Long,Lạc Long
巴蜀南,Ba Thục Nam,Ba Thục Nam
領表,Lĩnh Biểu,Lĩnh Biểu
漢髙祖,Hán Cao Tổ,Hán Cao Tổ
蠶叢,Tàm Tùng,Tàm Tùng
貉漢,Lạc Hán,Lạc Hán
梅嶺,Mai Lĩnh,Mai Lĩnh
士匡,Sĩ Khuông,Sĩ Khuông
嶺表,Lĩnh Biểu,Lĩnh Biểu
前南,Tiền Nam,Tiền Nam
蕭諮南,Tiêu Tư Nam,Tiêu Tư Nam
澈湖,Triệt Hồ,Triệt Hồ
野䏻,Dã Năng,Dã Năng
桃郎,Đào Lang,Đào Lang
後李,Hậu Lí,Hậu Lí
全梁,Toàn Lương,Toàn Lương
鴉,Nha,Nha
趙𧻗王,Triệu Việt Vương,Triệu Việt Vương
漢後南帝,Hán Hậu Nam Đế,Hán Hậu Nam Đế
後南,Hậu Nam,Hậu Nam
梅黒帝,Mai Hắc Đế,Mai Hắc Đế
楚客,Sở Khách,Sở Khách
海嶺北,Hải Lĩnh Bắc,Hải Lĩnh Bắc
李唐,Lí Đường,Lí Đường
楊思朂,Dương Tư Húc,Dương Tư Húc
馮布盖,Phùng Bố Cái,Phùng Bố Cái
破𣂷,Phá Cần,Phá Cần
馮,Phùng,Phùng
曲先主,Khúc Tiên Chủ,Khúc Tiên Chủ
曲中,Khúc Trung,Khúc Trung
𧻗,Việt,Việt
後主,Hậu Chủ,Hậu Chủ
吳先主,Ngô Tiên Chủ,Ngô Tiên Chủ
吳後主,Ngô Hậu Chủ,Ngô Hậu Chủ
主之,Tiên Chủ,Tiên Chủ
晋所,Nam Tấn,Nam Tấn
彼矯,Bỉ Kiều,Bỉ Kiều
正公,Chính Công,Chính Công
先主,Tiên Chủ,Tiên Chủ
吳昌岌,Ngô Xương Ngập,Ngô Xương Ngập
通鑑,Thông Giám,Thông Giám
吳日慶,Ngô Nhật Khánh,Ngô Nhật Khánh
唐林李朗公,Đường Lâm Lí Lãng Công,Đường Lâm Lí Lãng Công
超類矯順,Siêu Loại Kiểu Thuận,Siêu Loại Kiểu Thuận
洄湖吳南帝,Hồi Hồ Ngô Nam Đế,Hồi Hồ Ngô Nam Đế
夜澤阮超,Dạ Trạch Nguyễn Siêu,Dạ Trạch Nguyễn Siêu
扶烈范防遏,Phù Liệt Phạm Phòng Át,Phù Liệt Phạm Phòng Át
藤州陳明公,Đằng Châu Trần Minh Công,Đằng Châu Trần Minh Công
長州吳昌熾,Trường Châu Ngô Xương Xí,Trường Châu Ngô Xương Xí
橋矯公罕,Kiều Kiều Công Hãn,Kiều Kiều Công Hãn
峯州阮太平,Phong Châu Nguyễn Thái Bình,Phong Châu Nguyễn Thái Bình
三帶杜景碩,Tam Đới Đỗ Cảnh Thạc,Tam Đới Đỗ Cảnh Thạc
杜洞阮守捷,Đỗ Động Nguyễn Thủ Tiệp,Đỗ Động Nguyễn Thủ Tiệp
仙逰,Tiên Du,Tiên Du
丁佃阮匐刘基鄭琇,Đinh Điền Nguyễn Bặc Lưu Cơ Trịnh Tú,Đinh Điền Nguyễn Bặc Lưu Cơ Trịnh Tú
盖丁,Cái Đinh,Cái Đinh
杜釋,Đỗ Thích,Đỗ Thích
先皇丁,Tiên Hoàng Đinh,Tiên Hoàng Đinh
黎大行,Lê Đại Hành,Lê Đại Hành
用洪献巨俩徐穆子安,Dụng Hồng Hiến Cự Lạng Từ Mục Tử An,Dụng Hồng Hiến Cự Lạng Từ Mục Tử An
龍隊,Long Đội,Long Đội
象山,Tượng Sơn,Tượng Sơn
卧朝,Ngoạ Triều,Ngoạ Triều
盖大行,Cái Đại Hành,Cái Đại Hành
丁皇,Đinh Hoàng,Đinh Hoàng
衛王,Vệ Vương,Vệ Vương
丁后,Đinh Hậu,Đinh Hậu
李太祖,Lí Thái Tổ,Lí Thái Tổ
僊遊,Tiên Du,Tiên Du
博,Bác,Bác
龜田,Quy Điền,Quy Điền
佛老,Phật Lão,Phật Lão
髙宗,Cao Tông,Cao Tông
蘇憲誠李敬脩,Tô Hiến Thành Lí Kính Tu,Tô Hiến Thành Lí Kính Tu
天資嘉瑞,Thiên Tư Gia Thuỵ,Thiên Tư Gia Thuỵ
至天嘉寳祐,Chí Thiên Gia Bảo Hựu,Chí Thiên Gia Bảo Hựu
惠宗,Huệ Tông,Huệ Tông
蘇忠嗣陳慶餘,Tô Trung Tự Trần Khánh Dư,Tô Trung Tự Trần Khánh Dư
然太祖,Nhiên Thái Tổ,Nhiên Thái Tổ
李道成,Lí Đạo Thành,Lí Đạo Thành
蘇憲誠,Tô Hiến Thành,Tô Hiến Thành
伊尹周公,Y Doãn Chu Công,Y Doãn Chu Công
陶甘沐陶碩輔梁任文陶處中李道紀廖嘉貞金英傑曹良翰楊景通魏仲弘刘禹儞李公平黄義賢李敬脩,Đào Cam Mộc Đào Thạc Phụ Lương Nhậm Văn Đào Xử Trung Lí Đạo Kỉ Liêu Gia Trinh Kim Anh Kiệt Tào Lương Hàn Dương Cảnh Thông Nguỵ Trọng Hoằng Lưu Vũ Nễ Lí Công Bình Hoàng Nghĩa Hiền Lí Kính Tu,Đào Cam Mộc Đào Thạc Phụ Lương Nhậm Văn Đào Xử Trung Lí Đạo Kỉ Liêu Gia Trinh Kim Anh Kiệt Tào Lương Hàn Dương Cảnh Thông Nguỵ Trọng Hoằng Lưu Vũ Nễ Lí Công Bình Hoàng Nghĩa Hiền Lí Kính Tu
杜英武,Đỗ Anh Vũ,Đỗ Anh Vũ
譚以𫎇,Đàm Dĩ Mông,Đàm Dĩ Mông
然釋,Nhiên Thích,Nhiên Thích
梁武,Lương Vũ,Lương Vũ
釋,Thích,Thích
普明,Phổ Minh,Phổ Minh
英雲,Anh Vân,Anh Vân
水雲,Thuỷ Vân,Thuỷ Vân
克終,Khắc Chung,Khắc Chung
國頊,Quốc Chẩn,Quốc Chẩn
甘露,Cam Lộ,Cam Lộ
瓊林,Quỳnh Lâm,Quỳnh Lâm
裕宗,Dụ Tông,Dụ Tông
紹豊大治,Thiệu Phong Đại Trị,Thiệu Phong Đại Trị
鄒庚,Trâu Canh,Trâu Canh
藝宗,Nghệ Tông,Nghệ Tông
僊逰,Tiên Du,Tiên Du
葆和,Bảo Hoà,Bảo Hoà
餘暇,Dư Hạ,Dư Hạ
睿宗,Duệ Tông,Duệ Tông
黎錫,Lê Tích,Lê Tích
子平,Tử Bình,Tử Bình
倚忙,Ỷ Mang,Ỷ Mang
簡皇,Giản Hoàng,Giản Hoàng
季犛,Quý Li,Quý Li
資福,Tư Phúc,Tư Phúc
順宗,Thuận Tông,Thuận Tông
石城,Thạch Thành,Thạch Thành
赤,Xích,Xích
玉清,Ngọc Thanh,Ngọc Thanh
胡季犛,Hồ Quý Li,Hồ Quý Li
然惠宗,Nhiên Huệ Tông,Nhiên Huệ Tông
靈慈,Linh Từ,Linh Từ
日燏,Nhật Duật,Nhật Duật
󰚴子,Hàm Tử,Hàm Tử
國峻,Quốc Tuấn,Quốc Tuấn
白藤,Bạch Đằng,Bạch Đằng
郭汾陽㓂萊公,Quách Phần Dương Khấu Lai Công,Quách Phần Dương Khấu Lai Công
陳光啓馮佐周陳元旦范五老段汝諧張漢超丁拱垣范師孟阮忠彦黎伯适,Trần Quang Khải Phùng Tá Chu Trần Nguyên Đán Phạm Ngũ Lão Đoàn Nhữ Hài Trương Hán Siêu Đinh Củng Viên Phạm Sư Mạnh Nguyễn Trung Ngạn Lê Bá Quát,Trần Quang Khải Phùng Tá Chu Trần Nguyên Đán Phạm Ngũ Lão Đoàn Nhữ Hài Trương Hán Siêu Đinh Củng Viên Phạm Sư Mạnh Nguyễn Trung Ngạn Lê Bá Quát
陳克終,Trần Khắc Chung,Trần Khắc Chung
陳慶餘,Trần Khánh Dư,Trần Khánh Dư
陳守度,Trần Thủ Độ,Trần Thủ Độ
胡漢蒼,Hồ Hán Thương,Hồ Hán Thương
彼龍鋌,Bỉ Long Đĩnh,Bỉ Long Đĩnh
周居敬陳平仲阮翰陳錫阮鋭陶堅陳實黎桶陳紹范玄齡黎亞夫阮决阮雲霓阮訶黎勤刘常阮沆何德鄰,Chu Cư Kính Trần Bình Trọng Nguyễn Hàn Trần Tích Nguyễn Nhuệ Đào Kiên Trần Thực Lê Thống Trần Thiệu Phạm Huyền Linh Lê Á Phu Nguyễn Quyết Nguyễn Vân Nghê Nguyễn Kha Lê Cần Lưu Thường Nguyễn Hàng Hà Đức Lân,Chu Cư Kính Trần Bình Trọng Nguyễn Hàn Trần Tích Nguyễn Nhuệ Đào Kiên Trần Thực Lê Thống Trần Thiệu Phạm Huyền Linh Lê Á Phu Nguyễn Quyết Nguyễn Vân Nghê Nguyễn Kha Lê Cần Lưu Thường Nguyễn Hàng Hà Đức Lân
陳渴真梁元彪,Trần Khát Chân Lương Nguyên Bưu,Trần Khát Chân Lương Nguyên Bưu
為陳,Vị Trần,Vị Trần
裴伯耆,Bùi Bá Kì,Bùi Bá Kì
包胥豫讓,Bao Tư Dự Nhượng,Bao Tư Dự Nhượng
黎景詢,Lê Cảnh Tuân,Lê Cảnh Tuân
舅犯仁傑,Cữu Phạm Nhân Kiệt,Cữu Phạm Nhân Kiệt
惜,Tích,Tích
後陳簡定帝,Hậu Trần Giản Định Đế,Hậu Trần Giản Định Đế
鄧悉景真,Đặng Tất Cảnh Chân,Đặng Tất Cảnh Chân
逋姑,Bồ Cô,Bồ Cô
陳重光帝,Trần Trùng Quang Đế,Trần Trùng Quang Đế
鄧容阮帥,Đặng Dung Nguyễn Suý,Đặng Dung Nguyễn Suý
蔡茄,Thái Già,Thái Già
嗟,Ta,Ta
檀道濟,Đàn Đạo Tế,Đàn Đạo Tế
岳武穆,Nhạc Vũ Mục,Nhạc Vũ Mục
閏胡,Nhuận Hồ,Nhuận Hồ
周武,Chu Vũ,Chu Vũ
柳昇梁銘,Liễu Thăng Lương Minh,Liễu Thăng Lương Minh
崔聚黄福,Thôi Tụ Hoàng Phúc,Thôi Tụ Hoàng Phúc
成湯,Thành Thang,Thành Thang
太庙,Thái Miếu,Thái Miếu
大誥,Đại Cáo,Đại Cáo
藍山實録,Lam Sơn Thực Lục,Lam Sơn Thực Lục
趙丁李陳,Triệu Đinh Lí Trần,Triệu Đinh Lí Trần
湯武,Thang Vũ,Thang Vũ
𧻗鑑通考,Việt Giám Thông Khảo,Việt Giám Thông Khảo
知經,Tri Kinh,Tri Kinh
柱,Trụ,Trụ
大越史記本紀全書卷之一,Đại Việt Sử Ký Bản Kỷ Toàn Thư Quyển Chi Nhất,Đại Việt Sử Ký Bản Kỷ Toàn Thư Quyển Chi Nhất
丁紀,Đinh KỶ,Đinh KỶ
先皇帝,Tiên Hoàng Đế,Tiên Hoàng Đế
姓丁,Tính Đinh,Tính Đinh
部領大皇華閭,Bộ Lĩnh Đại Hoàng Hoa Lư,Bộ Lĩnh Đại Hoàng Hoa Lư
驩州刺,Hoan Châu Thứ,Hoan Châu Thứ
丁公著,Đinh Công Trứ,Đinh Công Trứ
長安,Trường Yên,Trường Yên
初帝,Sơ Đế,Sơ Đế
歡州刺,Hoan Châu Thứ,Hoan Châu Thứ
陶澳,Đào Áo,Đào Áo
過譚家娘灣,Quá Đàm Gia Nương Loan,Quá Đàm Gia Nương Loan
萬勝王,Vạn Thắng Vương,Vạn Thắng Vương
時十,Thời Thập,Thời Thập
平橋吳日慶,BÌnh Kiều Ngô Nhật Khánh,BÌnh Kiều Ngô Nhật Khánh
唐林矯三制,Đường Lâm Kiểu Tam Chế,Đường Lâm Kiểu Tam Chế
阮家灣杜景碩,Nguyễn Gia Loan Đỗ Cảnh Thạc,Nguyễn Gia Loan Đỗ Cảnh Thạc
杜洞江阮令公,Đỗ Động Giang Nguyễn Lệnh Công,Đỗ Động Giang Nguyễn Lệnh Công
西扶烈細江,Tây Phù Liệt Tế Giang,Tây Phù Liệt Tế Giang
吕佐唐僊遊,Lữ Tá Đường Tiên Du,Lữ Tá Đường Tiên Du
阮守㨗超類,Nguyễn Thủ Tiệp Siêu Loại,Nguyễn Thủ Tiệp Siêu Loại
李郎公洄湖,Lí Lang Công Hồi Hồ,Lí Lang Công Hồi Hồ
矯令公藤州,Kiểu Lệnh Công Đằng Châu,Kiểu Lệnh Công Đằng Châu
范防遏布海,Phạm Phòng Át Bố Hải,Phạm Phòng Át Bố Hải
陳公,Trần Minh Công,Trần Minh Công
潭,Đàm,Đàm
宋開寳,Tống Khai Bảo,Tống Khai Bảo
大瞿越,Đại Cồ Việt,Đại Cồ Việt
大勝明皇帝,Đại Thắng Minh Hoàng Đế,Đại Thắng Minh Hoàng Đế
趙王,Triệu Vương,Triệu Vương
庚午太平,Canh Ngọ Thái Bình,Canh Ngọ Thái Bình
因李南帝,Nhân Lí Nam Đế,Nhân Lí Nam Đế
時宋,Thời Tống,Thời Tống
潘美平嶺南劉鋹,Phan Mĩ Bình Lĩnh Nam Lưu Xưởng,Phan Mĩ Bình Lĩnh Nam Lưu Xưởng
舟嘉,Chu Gia,Chu Gia
貞明,Trinh Minh,Trinh Minh
矯國,Kiểu Quốc,Kiểu Quốc
瞿國,Cồ Quốc,Cồ Quốc
歌翁,Ca Ông,Ca Ông
黎李,Lê Lí,Lê Lí
以阮匐,Dĩ Nguyễn Bặc,Dĩ Nguyễn Bặc
劉基,Lưu Cơ,Lưu Cơ
僧綂吳真流,Tăng Thống Ngô Chân Lưu,Tăng Thống Ngô Chân Lưu
匡越大師張麻尼,Khuông Việt Đại Sư Trương Ma Ni,Khuông Việt Đại Sư Trương Ma Ni
僧,Tăng,Tăng
鄧玄光,Đặng Huyền Quang,Đặng Huyền Quang
以明珠,Dĩ Minh Châu,Dĩ Minh Châu
陳升,Trần Thăng,Trần Thăng
升駙,Thăng Phò,Thăng Phò
遣南越王璉,Khiển Nam Việt Vương Liễn,Khiển Nam Việt Vương Liễn
南越王璉,Nam Việt Vương Liễn,Nam Việt Vương Liễn
交趾郡王璉檢,Giao Chỉ Quận Vương Liễn Kiểm,Giao Chỉ Quận Vương Liễn Kiểm
璿,Toàn,Toàn
遣鄭琇,Khiển Trịnh Tú,Khiển Trịnh Tú
秋宋,Thu Tống,Thu Tống
高保緒,Cao Bảo Tự,Cao Bảo Tự
王彦符,Vương Ngạn Phù,Vương Ngạn Phù
南越王璉開,Nam Việt Vương Liễn Khai,Nam Việt Vương Liễn Khai
檢,Kiểm,Kiểm
交趾郡王,Giao Chỉ Quận Vương,Giao Chỉ Quận Vương
宋太宗匡義太平興國,Tống Thái Tông Khuông Nghĩa Thái Bình Hưng Quốc,Tống Thái Tông Khuông Nghĩa Thái Bình Hưng Quốc
遣陳元泰,Khiển Trần Nguyên Thái,Khiển Trần Nguyên Thái
宋太組,Tống Thái Tổ,Tống Thái Tổ
宋太平興國,Tống Thái Bình Hưng Quốc,Tống Thái Bình Hưng Quốc
項郎,Hạng Lang,Hạng Lang
春南越王璉,Xuân Nam Việt Vương Liễn,Xuân Nam Việt Vương Liễn
而璉,Nhi Liễn,Nhi Liễn
秪,Chi,Chi
阮匐,Nguyễn Bặc,Nguyễn Bặc
桐䦕,Đồng Quan,Đồng Quan
杜弑,Đỗ Thích,Đỗ Thích
丁丁黎,Đinh Đinh Lê,Đinh Đinh Lê
時定,Thời Định,Thời Định
阮匐外甲丁佃,Nguyễn Bặc Ngoại Giáp Đinh Điền,Nguyễn Bặc Ngoại Giáp Đinh Điền
王璿,Vương Toàn,Vương Toàn
奉先皇,Phụng Tiên Hoàng,Phụng Tiên Hoàng
長焉,Trường Yên,Trường Yên
盖,Cáị,Cáị
故先皇,Cố Tiên Hoàng,Cố Tiên Hoàng
阮匐外,Nguyễn Bặc Ngoại,Nguyễn Bặc Ngoại
丁佃范盍,Đinh Điền Phạm Hạp,Đinh Điền Phạm Hạp
桓,Hoàn,Hoàn
佃匐,Điền Bặc,Điền Bặc
匐,Bặc,Bặc
西都桓愛州,Tây Đô Hoàn Ái Châu,Tây Đô Hoàn Ái Châu
西,Tây Đô,Tây Đô
佃,Điền,Điền
先帝,Tiên Đế,Tiên Đế
笵盍,Phạm Hạp,Phạm Hạp
北江吉利鄕,Bắc Giang Cát Lợi Hương,Bắc Giang Cát Lợi Hương
范盍,Phạm Hạp,Phạm Hạp
丁佃,Đinh Điền,Đinh Điền
大𪅴小康,Đại Ác Tiểu Khang,Đại Ác Tiểu Khang
日慶,Nhật Khánh,Nhật Khánh
日慶吳先,Nhật Khánh Ngô Tiên,Nhật Khánh Ngô Tiên
安王,An Vương,An Vương
而日慶,Nhi Nhật Khánh,Nhi Nhật Khánh
庚辰,Canh Thin,Canh Thin
廢帝,Phe DDe,Phe DDe
太平行天福,Thai Binh Hanh Thien Phuc,Thai Binh Hanh Thien Phuc
黎大宋太平興國,Le DDai Tong Thai Binh Hung Quoc,Le DDai Tong Thai Binh Hung Quoc
宋知邕州太,Tong Tri Ung Chau Thai,Tong Tri Ung Chau Thai
侯仁寳,Hau Nhan Bao,Hau Nhan Bao
宋帝,Tong DDe,Tong DDe
璉,Lien,Lien
盧多遜,Lu DDa Ton,Lu DDa Ton
仁寳,Nhan Bao,Nhan Bao
荆湖,Kinh Ho,Kinh Ho
丁未宋,Đinh Mùi Tống,Đinh Mùi Tống
侯仁寳,Hầu Nhân Bảo,Hầu Nhân Bảo
蘭陵團練,Lan Lăng Đoàn Luyện,Lan Lăng Đoàn Luyện
孫全興漆,Tôn Toàn Hưng Tất,Tôn Toàn Hưng Tất
郝守俊鞍轡,Hác Thủ Tuấn Yên Bí,Hác Thủ Tuấn Yên Bí
陳欽祚左監,Trần Khâm Tộ Tả Giám,Trần Khâm Tộ Tả Giám
崔亮,Thôi Lượng,Thôi Lượng
邕州路,Ung Châu Lộ,Ung Châu Lộ
劉澄軍,Lưu Trừng Quân,Lưu Trừng Quân
賈湜供,Giả Thực Cung,Giả Thực Cung
王僎,Vương Soạn,Vương Soạn
廣州路,Quảng Châu Lộ,Quảng Châu Lộ
時諒州,Thời Lạng Châu,Thời Lạng Châu
范巨俩,Phạm Cự Lạng,Phạm Cự Lạng
巨俩,Cự Lạng,Cự Lạng
長興王,Trường Hưng Vương,Trường Hưng Vương
鄧,Đặng,Đặng
盧多遜,Lư Đa Tốn,Lư Đa Tốn
夫中夏,Phù Trung Hạ,Phù Trung Hạ
蠻貊,Man Mạch,Man Mạch
荆蜀,Kinh Thục,Kinh Thục
湘潭,Tương Đàm,Tương Đàm
廣越,Quảng Việt,Quảng Việt
吳楚,Ngô Sở,Ngô Sở
洎,Cập,Cập
汾并,Phần Tinh,Phần Tinh
炎漢,Viêm Hán,Viêm Hán
野,Dã,Dã
交廣,Giao Quảng,Giao Quảng
辟雍,Bích Ung,Bích Ung
丁紀太平,Đinh Kỷ Thái Bình,Đinh Kỷ Thái Bình
宋王禹称,Tống Vương Vũ Xứng,Tống Vương Vũ Xứng
文休,Văn Hưu,Văn Hưu
我太,Ngã Thái,Ngã Thái
宋太宗,Tống Thái Tông,Tống Thái Tông
牙,Nha,Nha
江巨望王紹祚,Giang Cự Vọng Vương Thiệu Tộ,Giang Cự Vọng Vương Thiệu Tộ
張宗權,Trương Tông Quyền,Trương Tông Quyền
若璿,Nhược Toàn,Nhược Toàn
右丁,Hữu Đinh,Hữu Đinh
姓黎,Tính Lê,Tính Lê
桓愛州,Hoàn Ái Châu,Hoàn Ái Châu
長春,Trường Xuân,Trường Xuân
覔,Mịch,Mịch
以晋天福,Dĩ Tấn Thiên Phúc,Dĩ Tấn Thiên Phúc
擣,Đảo,Đảo
宋太平𦥷國,Tống Thái Bình Hưng Quốc,Tống Thái Bình Hưng Quốc
侯仁保孫全興,Hầu Nhân Bảo Tôn Toàn Hưng,Hầu Nhân Bảo Tôn Toàn Hưng
諒山陳欽祚,Lạng Sơn Trần Khâm Tộ,Lạng Sơn Trần Khâm Tộ
西結劉澄,Tây Kết Lưu Trừng,Tây Kết Lưu Trừng
白虅,Bạch Đằng,Bạch Đằng
支陵,Chi Lăng,Chi Lăng
仁寳,Nhân Bảo,Nhân Bảo
欽祚,Khâm Tộ,Khâm Tộ
郭君辨趙奉勳,Quách Quân Biện Triệu Phụng Huân,Quách Quân Biện Triệu Phụng Huân
明乾應運神武昇平至仁廣孝皇帝,Minh Càn Ứng Vận Thần Vũ Thăng Bình Chí Nhân Quảng Hiếu Hoàng Đế,Minh Càn Ứng Vận Thần Vũ Thăng Bình Chí Nhân Quảng Hiếu Hoàng Đế
君辨,Quân Biện,Quân Biện
奉勳,Phụng Huân,Phụng Huân
漢唐,Hán Đường,Hán Đường
優,Ưu,Ưu
阮匐丁佃,Nguyễn Bặc Đinh Điền,Nguyễn Bặc Đinh Điền
宋江南,Tống Giang Nam,Tống Giang Nam
許仲宣,Hứa Trọng Tuyên,Hứa Trọng Tuyên
劉澄賈湜王僎,Lưu Trừng Giả Đề Vương Soạn,Lưu Trừng Giả Đề Vương Soạn
󰱓,Soạn,Soạn
邕州孫全興,Ung Châu Tôn Toàn Hưng,Ung Châu Tôn Toàn Hưng
宋太平國,Tống Thái Bình Quốc,Tống Thái Bình Quốc
興立丁,Hưng Lập Đinh,Hưng Lập Đinh
大勝明皇后,Đại Thắng Minh Hoàng Hậu,Đại Thắng Minh Hoàng Hậu
后先皇,Hậu Tiên Hoàng,Hậu Tiên Hoàng
衛王璿,Vệ Vương Toàn,Vệ Vương Toàn
