cn,vi
福田宗祖种心地子孙耕种。,"Tông tổ gieo trồng nền điền phúc;
Cháu con canh tác nếp viên tâm."
春来深院里的梅花开放秋满庭院桂树新。,"Xuân về viện thẳm, mai đua nở;
Thu tràn đình vắng, quê tĩnh khôi."
花迎喜气鸟唱春光。,"Hoa chào điềm tốt;
Chim hót ánh xuân."
立志必须知道三古盛著书自起于一家之言。,"Lập chí nên hay tam cổ thịnh;
Sách làm phải biết nhất gia ngôn."
浮生何足悲可怜国难家仇壮志半生流水逝同党依然在会看到天旋地转英魂万里烈风吹来。,"Phù sinh có tiếc gì, đáng thương nạn nước thù nhà, tráng chí nửa đời theo nước chẩy;
Đồng đảng còn đây cả, sẽ thấy trời xoay đất chuyển, hồn thiêng muôn dặm gió bay về."
西方活佛丹青玉殿严州三千帝柴童神机妙应莲花显十八圣王。,"Phật sống Tây phương, điện ngọc vàng son sùng kính ba thiên đế,
Thần cơ Sài động, đài sen linh ứng hiện ra mười tám Thánh vương"
窗含春色墨生新鲜笔吐豪情诗出新奇。,"Xuân về song cửa thêm tươi mực;
Hứng trào lên bút mới văn thơ."
异书可爱如新月佳士相逢胜好花。,"Sách là đáng yêu như trăng mới;
Người tài được gặp tựa hoa tươi."
骥子钟灵扶社稷麟经崇义定朝纲。,"Chí sĩ chung linh phù xã tắc;
Lân kinh sùng nghĩa định triều cương."
百部笙歌调大乐千官剑佩模拟祥光。,"Trăm bộ đàn ca hoà nhạc lớn;
Ngàn quan đeo kiếm hộ mây lành."
早年占卜天香生桂子喜欢看国瑞发兰英。,"Sớm bội hương trời, sinh con quế;
Mừng xem đẹp nước, nở lan thơm."
继承祖宗一脉真正的传统克勤克俭教子孙两行正路读书耕田。,"Nối nghiệp cha ông, chân truyền một lối, phải cần phải kiệm;
Dạy dỗ con cháu, lộ chính hai đường, chỉ đọc chỉ cày."
好山一齐足佳景四时适宜。,"Núi non ngoài sông đủ
Cảnh đẹp bốn mùa vui"
五色云中散开晓日万年枝上摇动春风。,"Năm sắc trong mây khai ngày hừng;
Muôn năm trên cành chuyển gió xuân."
一柱高标芳山有劲骨千秋永久土玉生德才。,"Một cột nêu cao, núi danh có cốt cứng;
Ngàn năm vĩnh cửu, đất ngọc sinh đức tài."
祥瑞的瑞兆出现在堂上欣喜凤凰飞舞香笙绣阁叶子飘飞。,"Mừng phượng múa nhà hoa mây phủ.
Lá hùng bay gác đẹp toả hương."
天赋清高超绝流俗老垂著作传播子孙。,"Trời phú thanh cao, biệt trần tục;
Già lưu trước tác, di tứ tôn."
云移溪树侵书槛风送岩泉润墨池。,"Mây dời cây suối che màn sách
Gió tiễn giòng khe đậm mực nghiên"
禅门广大真常乐光景慈悲法界观。,"Cửa chùa rộng lớn vui thường tại;
Quang cảnh từ bi pháp giới trông."
花朝春色发光花竹柳絮奇姿画柳眉。,"Hoa sớm sắc xuân rạng đuốc hoa.
Liễu trông vẻ lạ tô mày liễu."
红叶题诗表示厚意红绳系脚结良缘。,"Lá thắm đề thơ truyền ý kín
Chỉ hồng chân buộc kết duyên lành."
慧焰重重严肃顿转演演圆宗报恩完全符合祖宗的心意真源胶漆广泛陈述胜迹金山完全露出禅心。,"Đuốc tuệ (chùa) Trùng Nghiêm mở tông sinh phái Báo Ân ơn báo thảy hợp ý Tổ;
Nguồn tâm Giao Tất rộng mở thắng tích Kim Sơn toàn như cam lộ tâm thiền."
书声喜欢有琴声伴着笔墨新添了黛墨香。,"Tiếng sách có tiếng đàn làm bạn
Mực bút thêm hương mực vẽ mày."
遥远的双亲没有后人见到哀哀的两个字怎么能够听到？,"Vắng lặng song thân không còn thấy
Thảm thương hai chữ luống kham nghe."
宝招专受恩泽圣德流芳于社邑表彰善行弹劾慈祥悬门广大拯救人间。,"Chiếu bầu ơn ban, thánh đức hương thơm đầy xã ấp;
Thiện tổ ác trừ, cửa thiện rộng lớn cứu nhân gian."
盛世同歌歌盛世新春共乐新春。,"Đời thịnh cùng ca ca đời thịnh;
Xuân về vui hát hát về xuân."
腊月初临福新年又报祥。,"Tháng chạp phúc mới đến;
Đầu năm lại có mừng."
月亮移动梅影横窗风吹兰香入座清。,"Trăng rời mai ảnh, ngang song hẹp;
Gió thổi hương lan, đến chốn thanh."
鸿雁在天上鸣叫恩情普遍传遍燕喜堂前福禄深。,"Hồng kêu trời cao nhiều ơn đến;
Yến nhận đầu nhà được phúc sâu."
天地翻覆以来难道没有一个是一个是一个人家的人家三敌人的刀剑再死于孤城几回看宝剑掌中魂到九原还杀贼身世浮沉到这个地步常常抱着郁郁的孛孛的奇气想要挥动我的手拔拔昆仑山平芹徐海一声说：侄儿海外身先同心厉杀仇敌。,"Trời nghiêng đất ngả đến nay, há không trường liệt liệt oanh oanh, ai như nhà ông, ba người đánh giặc chết, hai bận giữ thành cô, bao lần xem báu kiếm trong tay, hồn đến suối vàng còn giết giặc.
Bẩy nổi ba chìm là thế, ôm cái chí uất uất bột bột, muốn giơ tay tớ, san phẳng núi Côn Lôn, lấp bằng bể Cần hải, một tiếng gọi cháu trai ngoài cõi, hàng đầu đồng chí gắng phanh thù."
使万物得到安宁人民参照上帝的德行消除灾害防御祸患助助神功。,"Vật thịnh dân yên ngang trời phúc đức;
Tai trừ họa cản tựa thánh công lao."
夏屋新迁凤凰出谷春台彩彩焕发风吹树林。,"Hạ ốc đổi dời oanh khởi tổ;
Xuân đài đẹp về phượng cảnh ngô."
寒冷之中送炭家家都暖锦绣上添花户户都春。,"Rét đến đưa than nhà nhà ấm;
The gấm thêu hoa hộ hộ xuân."
梦游蝴蝶飞双影血洒杜鹃泣思亲。,"Giấc mơ hồ điệp bay đôi bóng
Máu ứa đỗ quyên khóc mẹ cha."
保国保民昭圣迹除灾降福显神功。,"Cứu nước giúp dân soi tích thánh
Trừ tai xuống phúc nổi công thần"
红日照园林芳草年年绿。春风吹过苗国鲜花朵朵红。,"Trời nắng chiếu rừng trồng, cây đẹp năm năm biếc;
Gió xuân qua vườn ươm, hoa tươi đóa đóa hồng."
吹拂夜色三更时节梳妆点点春容二月花。,"Tiếng tiêu thủ thỉ suối ba canh.
Vẻ xuân tô điểm hoa hai tháng."
多次仰慕高坚栽得许多道院万古以来都仰慕依然有一大宫墙。,"Vạn năm chiêm ngưỡng, vần nguyên một nếp học đường.
(Văn Miếu, Hà Nội)"
庭中的松树不改青葱色盆中的菊花仍然霏霏清净香。,"Tùng trước sân sắc xanh chẳng đổi
Cúc trong bồn hương thoảng vẫn còn"
正直聪明得到一个神灵就帮助教化申明保佑治理百海以保护百姓。,"Chính trực thông minh, bạc nhất linh thiêng trợ hóa;
Bên lâu bảo trợ, trị trăm biển cả giúp dân."
经历大劫成为明君成为良将作为孝子作为导师运用真如法结成无量善绿庄严福海现世来的珍宝栾妻抛弃国城抛弃王位圆成大觉解说恒沙妙法解救迷惑流俗。,"Kiếp xưa, làm minh quân, làm lương tướng, làm con hiếu, làm thầy dạy, vận dụng lẽ chân như, kết vô lượng, duyên thiện trang nghiêm biển phúc;
Đời nay, bỏ của báu, bỏ vợ con, bỏ thành trì, bỏ ngôi vua, vẹn tròn điều đại giác, thuyết hằng sa, phép huyền cứu độ dòng mê."
金炉永留千年翠玉盏长开四季花。,"Lò vàng lưu mãi ngàn năm tạc;
Chén ngọc mở dài bốn quý hoa."
慈悲广大天人合并正度诚福果圆。,"Từ bi quảng đại, trời người hợp;
Thịnh chính kính thành, quả phúc tròn."
神光普照百姓安静圣德承恩百姓康康。,"Thần quang chiếu khắp, dân yên tĩnh;
Thánh đức rủ ơn, vật thịnh cường."
看遍好花春睡足醉残红日夜吟多。,"Xem khắp hoa tươi xuân chán ngủ;
Rượu tàn trời sáng tối ngâm thơ."
出入更加高大往来瞻仰起敬诚心。,"Ngửa thấy càng cao, ra vào còn đấy;
Người thêm kính trọng, qua lại thành tâm."
雨过琴山润风来花木香。,"Mưa qua, đàn, núi nhuận
Gió tới, hoa, cây thơm"
深深的恩情没有报答惭愧为儿子饮泣难以消除。,"Ơn sâu chưa báo làm con thẹn;
Nuốt tủi khôn tiêu cách sống hèn."
饮酒时常知道节操狂言少语心不能清醒梦多。,"Rượu biết kiềm chế ít nói loạn;
Lòng không thanh tịnh lắm mơ cuồng."
欣逢素月流清露愁见秋阳映夕霞。,"Mừng trông trăng sáng, sương buông đọng;
Buồn thấy chiều thu, khói toả lan."
花开了净界香飘到金丘祈求园中的福佑满地。,"Mưa thơm hoa nở, nơi Tịnh giới;
Ruộng phúc vàng đầy, chốn Kỳ viên."
贵有恒何必三更睡五更起最无益莫过于一天暴十天寒。,"Cũng quý đấy, việc gì canh ba nằm canh năm dậy;
Thật vô ích, chẳng qua một ngày nóng mười ngày lạnh."
高山仰止怀疑无路可走曲径通幽另有天。,"Núi cao tiến đứng như cùng lối;
Đường nhỏ thông ùn có trời riêng."
风过林空花满地丹成炉火没有烟。,"Gió qua rừng trống hoa mãn địa(2);
Đan thành lò tại hỏa vô yên(3)."
白眼观天下赤心报国家。,"Mắt trắng nhìn thiên hạ;
Lòng son báo nước nhà."
十年树木千秋业绩一望江山万里春。,"Mười năm trồng cây, nghìn năm ổn;
Một nẻo non sông, vạn dặm xuân."
佛法长明如同日月光辉万古国家永远昌盛连山河一样壮大巩固千秋。,"Phép phật trường minh, cùng nhật nguyệt sáng soi vạn thuở;
Nước nhà vĩnh thịnh, theo non sông vững mạnh ngàn thu."
祖国富饶油海矿山推向西北江山秀丽水乡泽国通往东南。,"Tổ quốc giàu thêm, biển dầu núi quặng khắp tây bắc;
Non sông tươi đẹp, làng no nước mạnh suốt đông nam."
香烟高耸祥和之气灯焰常流积聚厚光。,"Khói hương cao quyện điềm hòa khí;
Đèn nến hằng lưu vẻ hậu quang."
春从何处染共沾和风甘雨花从地上开始依依看柳绿桃红。,"Xuân tự đâu đến đây, cùng tắm gội gió lành mưa ngọt.
Hoa cũng ngày nay nở, vui mừng xem liễu biếc đào hồng."
考察古今斟酌现在的情况审时度势通晓中和法外舍短取长。,"Khảo cổ lựa kim, xét thời xem thế;
Thông trong học ngoài, bỏ ngắn lấy dài."
经史史官岳互田祖开始尊崇培育百年照耀大宛栋梁光辉伟大伟大的器物辉煌春天祭祀的精诚寸念广中宁。,"Kinh sử vững bền nguồn tổ dựng, đắp bồi gieo đến trăm năm vừng dương tỏa;
Đống lương chói sáng đỉnh non cao, xuân tế tinh thành tấc dạ vững niềm yên."
史记为田尊孟龙冈表周易周易周易周易周易周易周易周易周易周易周易周易周易春秋春秋春秋春秋春秋春秋春秋春秋。,"Kinh, sử, ruộng cày, khen Đỗ, Mạnh;
Long Cương dáng biểu, chuộng Âu, Dương."
世代积累书籍以来有这样一件母亲依门而望到现在已七十多天了。,"Nhà từ chứa sách đến giờ, mới một người đỗ;
Mẹ hằng tựa cửa trông ngóng, nay bảy mươi rồi."
五百多年后神仙变化了再三转世成仙。,"Ngũ bách năm dư thần đã hoá;
Tái tam lân biến thánh thành tiên."
树木本来就是水源承接世人的恩泽秋霜春露怀念先人的灵魂。,"Cây gốc nước nguồn nhớ phúc trạch;
Thu sương xuân mọc nhớ người xưa."
福寿永远经过这种景福农桑不改变古代的遗风。,"Cảnh phúc nay giàu thọ vẫn còn;
Phong tục cũ nông tang không đổi."
此日萱庭登上七秩将来苑祝愿颐颐。,"Ngày ấy nhà huyên nên bảy chục.
Năm khác vườn tiên đợi chúc thăm."
一帘水影如明镜四面山光如翠屏。,"Nhấc liềm thuỷ ảnh như mình kính;
Tứ diện sơn quang tự thuý bình."
勤于耕种很早还粮父老闲暇时常教儿子读书省去苛刻的庄稼乡民无事乐于进城。,"Chăm cày ruộng, sớm nộp lương, phụ lão thừa nhàn, thường dạy trẻ;
Siêng học hành, bớt kiện tụng, lương dân vô sự, chẳng vào thành."
祥瑞的雨水慈祥的润泽菩提树果子千年茂盛慈祥的风吹动般若开辟瑶花万世凭证。,"Mưa lành thấm đượm, Bồ Đề cây trái ngàn năm tốt;
Gió từ phơ phất, Bát Nhã hoa ngọc vạn đời xuân."
云英秀钟世代出自女中尧舜的义兴显应名留天下圣神。,"Văn cát lạ kỳ, gái trần thế này nơi Nghiêu Thuấn
Nghĩa hưng hiển ứng, danh thiên hạ vào bậc Thánh hiền"
刻意做文章应当善于改变平情应物不必雕琢。,"Khắc ý làm văn, nên khéo đổi;
Đem tình ứng vật, chạm không cần."
春风大雅能容纳万物秋水清澈文章不染尘。,"Dùng muôn vật, gió xuân thật nhã;
Chẳng bụi vương, thu thủy giòng văn."
义气拥拥长江潮湿没有不被污浊的水淹没的这是因为他们的盟誓白石惭愧黎民上有武城。,"Nghĩa khí ôm sông dài, nhuận Mạc chẳng do Nhu Thủy;
Bá tâm hèn đá trắng, hèn Lê còn có Vũ Thành."
江山如画大地皆春。,"Non sông như vẽ;
Khắp chốn đều xuân."
胜友如云共同颂颂同心同德深深敬重寿筵从简不忘国事兴隆。,"Bạn tốt như mây, cùng ca ơn Đảng sâu rộng;
Chiếu thọ theo tuổi, chẳng quên việc nước chấn hưng."
半简月落梅花无影三经风吹竹子有声。,"Trăng xế nửa song, mai mất bóng;
Gió vờn ba luống, trúc ra thanh."
珠光摇动月光竹影穿透风。,"Ánh châu rung trăng sáng
Bóng trúc lọt gióc lành"
鬼神的作为德行看不见听不到承奉祭祀神灵在左右天地有正气上为星下为岳对于人一一点留下丹青。,"Cái đức của quỷ thần, nhìn không thấy, nghe không thông, hưởng lộc đầy hai phía trái phải;
Chính khí nơi trời đất, trên là sao, dưới là núi, với người chỉ một lối vàng son."
天地入心诚言能使世人醒悟文章有道哲理惊人。,"Trời đất vào tim thành ngôn tỉnh thế;
Văn chương có đạo triết lý kinh nhân."
南海圣神西土佛文林山水太圆得。,"Thánh thần vùng Nam Hải có đức Phật Tây thổ;
Sông núi đất Văn Lâm tạo dựng đền Thái Vi."
国家教育人才要得到真儒的使用君子讲明义理这是深奥的正道教导的根本。,"Quốc gia đào tạo nhân tài, những kẻ chân nho cần đến;
Quân tử giảng giải nghĩa lý, mong người tìm đạo mà về."
仙迹何年香本来很多文章万代荣耀留根。,"Dẫu tiên nấm nào hương phảng phất;
Văn chương muôn thuở đẹp còn vương."
春天草地满眼都是绿色的喜欢看到故乡合家欢喜。,"Mùa xuân cây cỏ xanh ngút mắt;
Vui ngắm quê hương hợp từng nhà."
万世豪杰德行培植增加五福千年文意仁德基业兴盛盛享三多。,"Muôn thuở hào hùng, cây đức vun trồng tăng ngũ phúc;
Ngàn năm văn hiến, nền nhân hùng thịnh hưởng tam đa."
青山不染墨千秋画流水无弦万古诗。,"Non xanh không mực nghìn thu họa;
Nước chảy không đàn muôn thuở thi."
建立德行垂示今古藏书教子孙。,"Lập đức đều xưa nay;
Giữ sách dạy con cháu."
精神到处文章老了学问深刻时意气平和。,"Tinh thần đến độ, văn già dặn;
Học vấn khi sâu, ý khí bình."
尊崇祭祀美好的功业保存千古帝王的宝命辉煌永存万年。,"Đền thờ nghiệp lớn còn nghìn thuở;
Mệnh quý huy hoàng mãi vạn năm."
福家旧德征召恩泽熙代特殊恩泽在显赫的名声。,"Phúc nhà, đức cũ lưu truyền lại;
Đời thịnh, ơn xưa nổi tiếng tăm."
云雨是洪恩南方的生灵都润泽江山有美好的气象神仙的景色最为清高。,"Mưa móc ơn to, nước Việt nhân dân nhờ ân trạch;
Núi sông chung đức, tiên hương cảnh sắc được thanh cao."
门庭春暖生出光彩田亩年丰乐太平。,"Nhà cửa ấm xuân thêm vẻ sáng;
Ruộng vườn tươi tốt hưởng thái bình."
锦吹动春风寿延九秩萱花丛生庆延千秋。,"Khăn gấm động gió xuân, thọ mừng chín chục.
Hoa huyên đầy luống cỏ, cầu chúc ngàn năm."
攀登山峰将要鼓励志向渡海能忘忧。,"Vịn núi khích lệ chí;
Ngó biển hay quên lo."
流辉增添瑞色红橙黄绿映衬春色奇花遍布星球青蓝紫白开放光华。,"Màu mê thêm sắc đẹp, hồng chanh vàng lục, sắc xuân rọi;
Hoa lạ trùm tinh cầu, xanh lam tím trắng, tỏa quang hoa."
向阳立宅春天无限积善保家庆有余。,"Cửa hướng ánh dương, xuân vô hạn;
Nhà gom điều thiện, phúc có thừa."
赖以治理国家公相共有能恢复国家的人爵位和恩德相同。,"Công lại đồng cai trị;
Người giỏi phúc tước ân."
山的名字不在高处水的尽头不在深处自然有主管的人天柱峰回报以尊贵地维报答以建立自己的本性。,"Núi xanh chẳng vì cao, nước thiêng chẳng vì sâu, đều vì có chủ;
Trời dựng nhờ được tôn, đất liền nhờ được đứng, chính là tự nhiên."
春色映摇台一曲紫箫飞彩凤惠风清宝瑟数行锦字篆青。,"Xuân sắc chiếu dao đài, một khúc tiêu hay vời phượng đẹp.
Gió thơm trong tiếng sắt, vài hàng chữ gấm gửi rồng xanh."
自古以来的功勋名声传播到现在世系出自东阿。,"Thái áp công lao truyền tự cổ;
Đông A các hệ tiếng thơm nay."
青山不老景更秀碧水长流春欲娇。,"Núi xanh không già, cảnh càng đẹp;
Sông biếc chảy dài, xuân thêm xinh."
海屋添筹金丹进献南山祝酒瑶池舞彩兰孙子扬芬芳的美名。,"Nhà biển thêm dài, đơn vàng đến núi nam chúc thọ.
Dao trì múa đẹp, cháu lan nêu danh tiềng hoa cần."
临济横山宗灯联照普照东溪流乳海汇引文和。,"Lâm Tế mở lòng, truyền thống liên Phổ Chiếu;
Đông Khê cho lộc, mạch biển dẫn Văn Hoá."
紫鸾对舞菱花镜海燕双飞玳瑁梁。,"Kính lăng hoa tử loan múa cặp
Xà đồi mồi hải yến đậu đôi."
家庭吉祥世世行为无疆国泰天开不老春。,"Nhà phúc nối đời mừng vô hạn;
Nước yên trời mở xuân chẳng già."
望远就能知道风浪小登上空空觉得海波平。,"Nhìn xa sẽ thấy gió bão nhỏ
Vươn cao mới hiểu sóng biển bằng"
雅谈诗尚书执行礼仪更加友爱公允诚信多闻广闻。,"Lời nhã thi thư giữ lễ;
Bạn hay thẳng thắn nhiều nghe."
保护国家保护百姓万古英灵传播到胜地消除灾害捍卫祸患千秋之福恩惠庇护百姓。,"Giúp nước, đỡ dân, muôn thuở anh linh truyền đất đẹp;
Trừ tai, cứu nạn, ngàn năm phúc huệ ấm dân này."
文泉如流水水从心中流出镜子似皎洁的月亮当空。,"Mạch văn như nguồn suối tuôn trào;
Lòng sáng tựa trăng trong lơ lửng."
生为良将成为忠臣凛烈之气化为尊神显圣大王。,"Sống làm lương tướng, làm trung thần lâm liệt;
Chết hoá tôn thần, hoá hiển thánh đại vương."
勤俭起家由内助康强到老有余闲。,"Cần kiệm dựng nhà nhờ nội trợ.
Khang cường vào lão được an nhàn."
堂上晨笋生辉台阶前荣桂长春风。,"Nhà trên nắng sớm xuân huyên tốt;
Thềm dưới gió xuân quê lan tươi."
梅花带舞在琴上柳叶和烟飞入酒中。,"Mai, tuyết, trên đàn bay phấp phới;
Liễu, khói, trong ly hiện chập chờn."
曲水带着云归海去乱花随雨落岩来。,"Sông luồn đeo mây xuôi theo biển;
Hoa phơi mưa tạnh lạc về lên."
胭肢香满芙蓉帐灯光照耀锦绣。,"Hương yên chi tỏa trướng phù dung
Rạng đuốc hoa soi nơi màn gấm."
有志难以申明白白冤枉百年昭示众人的议论虽然功业未成也要以一死报答君王的思念。,"Chí lớn khôn bày, uống phí trăm năm lo việc nước;
Công danh đã ngán, đành đem một chết báo ơn vua."
不能死又不能生辗转病中国难家仇痛史到君无底痛与俱出谁与同入萧条亡后劫天涯海角悲场任凭我自由悲伤。,"Chết không được, sống cũng lại không xong, bệnh hồn dằn vặt bấy lâu, nạn nước thù nhà, đau đớn anh ơi hồn xiết kể;
Ra với nhau, về biết cùng ai nhỉ? Thân thế tiêu điều lắm nỗi, chân trời góc bể, thương thầm tôi cũng biết sao đây?"
琪花彩彩结金门晓桂蕊香含宝镜辉。,"Cửa vàng rực rỡ kết hoa lạ.
Gương quý còn vương nhuỵ quế hương."
公卿的名声发扬都是由于地神福禄兴隆依赖上天。,"Công danh này nở đều do đất;
Phúc lộc đôi đào cậy ở trời."
勤劳手足患病减少恩爱夫妻欢乐多。,"Lao động chân tay, lo lắng ít
Ái ân chồng vợ, sướng vui nhiều."
小苑诗风笼罩翠墨怡亭笔兴拜青藤。,"Gi. lạnh qua vườn động mực viết;
Đình chơi hứng bút vải dây xanh."
爱国不要忘记祖先仁爱百姓首先要和睦亲爱。,"Yêu nước đừng quên tiên tổ;
Thương dân phải quý người thân."
红绿的酒杯中激荡清爽天外千秋月色红红的纸上原来是人间一局棋。,"Hồng xanh chén mời, ngoài trời ngàn trăng thu chiếu sáng;
Đỏ ngang trên giấy, nhân gian một cuộc cờ mưa vui."
上界神灵气和地连崇葛外大名生不死形徽史在赵徵问。,"Thượng giới thần mà tiên, linh khí đất liền ngoài Sùng Cát;
Đại danh sinh bất tử, sáng ngời sử sách bậc Triệu Trưng."
崇山显示杨侗辅佐国家的威名传播青史浓岭降伏人庇护百姓功德传播皇都。,"Sùng Sơn hiển thánh, giúp nước, uy danh truyền sách sử;
Nùng Lĩnh giáng thần, cứu dân, công đức dày kinh đô."
诗经的梦见被阻断芳草野声吹落紫荆花。,"Giấc mộng thơ ngăn tàn cỏ nội
Tiếng huyên(1) thổi lại lạc hoa gai."
古寺最清新奇异前溪后井新庵增添爽爽坐在乙向辛。,"Chùa cổ rất thanh kỳ, trước khe sau giếng;
Am mới thêm sáng sủa, ngồi ất hướng tân."
好书不厌读还读益友何妨去复来。,"Sách hay không chán xem và đọc;
Bạn tốt lo gì đến rồi đi."
科甲中来名不粉宫墙外望道更加尊贵。,"Khoa giáp đến nay danh chẳng hủ;
Học đường chiêm ngưỡng đạo càng cao."
杨柳枝头甘露色莲花座上有太和香。,"Đầu nhành dương liễu giọt cam lộ toả sắc;
Trên toà hoa sen cảnh thái hoà đưa hương."
悦心不厌恶没有名画修养性格只收取了有用书。,"Bức vẽ dở không gây khó chịu;
Tìm sách hay xem để thoả lòng."
千古的灵魂归到象郡百年的残骨寄寄在龙州。,"Ngàn thuở hồn thiêng về Tượng quận;
Trăm năm thể phách gửi Long châu."
三春不少时间游客一年没有多大的节度。,"Vào xuân chẳng thiếu người nhàn nhã;
Tết đến không nhiều vở kịch hay."
留心千古事放眼九天云。,"Lưu tâm việc muôn thuở;
Đưa mắt chín tầng mây."
学业应当从勤奋学习开始韶华不为少年留下。,"Sự nghiệp bắt đầu từ gắng học;
Tuổi xanh đi mất có chờ ai."
春天也多情鸟向枝头推动笔意人们都得意梅从窗外放出诗怀。,"Xuân cũng đa tình, chim hướng đầu cành giục ý bút;
Người mà đắc ý, mai ngoài cửa sổ thả hồn thơ."
宝鼎灵通香结彩银坛昭感烛生花。,"Đỉnh bấu linh thông, hương kết sắc;
Đài ngân thiêng cảm, nến sinh hoa."
被吓得成双壁的影子结下百年的欢乐。,"Chụp thành bức ảnh đôi
Thắt giây mừng trăm tuổi."
二帝之间光史册万春以后颜色山河。,"Nhị đế trước ngời sử sách;
Vạn xuân sau đó đẹp sơn hà."
历朝隆重祭祀典籍名声很高南国最灵异神灵随处显现祥光法妙西方无量佛。,"Trải các triều đại long trọng điển lễ, thần tối linh uy danh cao vọi cõi Nam
Tùy chốn hiện ánh sáng lành, Tây phương vô số Phật có diệu pháp."
华堂画永书香誉春深守泽多。,"Nhà lan định vững thu hương nhã;
Cây cả xuân tươi phúc trạch nhiều."
庆瑞一座山峰高玉佩筑鲸传说胜迹钓台两座庙庙峙立着神灵金光闪耀斗护神光。,"Khánh thụy một cung cao, ngọc bội trúc kình truyền thắng tích;
Đền đài hai miếu dựng, kiếm thiêng sao chiếu hộ thần quang."
福田宗祖种心地子孙耕种。,"Tông tổ gieo trồng nền điền phúc;
Cháu con canh tác nếp viên tâm."
仰望他遗留的高处进一步升一级瞻望的人都起敬发扬他的声音洗涤他的灵魂。,"Kẻ ngước thấy cao, tiến một bước lên một bậc;
Người xem thêm kính, lừng tiếng vang, rậy tiếng thiêng."
太阳照耀光明金殿阁月亮临照光宅玉楼台。,"Trời chiếu sáng soi điện gác vàng;
Trăng vào cửa Phật lâu đài ngọc."
名蓝自古帝王州别城净境大地至今神仙府新丽奇观。,"Danh lam từ cổ, chốn đế kinh biệt thành thanh cảnh;
Thắng địa đến nay, nơi tiên giới tỏ đẹp dấu linh."
慎重交游勤于耕种读书深入根本去掉浮华。,"Giao du cẩn thận chăm cày đọc;
Gốc rễ vun trồng bỏ thói chơi."
太平真富贵春色大文章。,"Thái bình là phú quý;
Xuân sắc ấy văn chương."
平心饱尝世味含笑看人生。,"Bình tâm nếm thế vị;
Cười mỉm xem nhân sinh."
不要对青山谈论世事不要用文字来占卜时名。,"Chớ bàn thế sự trước non xanh
Đừng chiếm thời danh bằng chữ nghĩa"
宝相庄严能够妙悟应当作十方慈父金身一丈六丈独自称尊现在是三世的大师。,"Tướng báu trang nghiêm thực hành diệu giác, ứng làm từ phụ khắp mười phương
Thân vàng sáu thước độc xưng tôn, hiện làm đại sư trong ba đời."
事情到了盛大的时候必须警惕地检查当逆乱的时候要从容。,"Việc đang lúc thịnh, nên lo trước;
Cảnh vào chỗ khó, hãy ung dung."
喜好借助廉洁之风舒展画卷常常以正气抒发诗情。,"Lấy đức thanh liêm làm bức hoạ;
Thường đem chính trực để làm thơ."
明月三更时光辉映照绿水朝阳一色染红云。,"Trăng sáng canh ba ngời nước biếc;
Trời chiều một sắc nhuốm mây hồng."
读书心存远志实践觉得真正的知识。,"Đọc sách lòng gửi chí xa;
Thực tiễn nhận ra thấy đúng."
月色溶溶青山绿水绘画风声翠竹松管演奏管弦。,"Trăng sáng tròn đầy, nước thắm non xanh tựa tranh vẽ;
Gió thổi lao xao, tùng xanh trúc biếc tấu hòa ca."
钟声震动三方天有益处雷声震动四方地无疆。,"Chuồng réo ba kỳ, trời có ích;
Sấm rền bốn cõi, đất không biên."
立志求清远平心对宪贤。,"Lập ý cẩn sâu sắc;
Bình tâm trước ngu hiền."
淑气和风充满栋宇芝兰玉树充满庭阶。,"Khí đẹp, gió hoà tràn trên mái;
Lan thơm, cây ngọc khắp thềm sân."
天性自然希望活泼心地崇尚光明。,"Tính trời ưa hoạt bát;
Lòng đất chuộng quang minh."
吼声天地震动触动了鬼邪。,"Thét lên trời đất chuyển;
Đảo mắt qui ma kinh."
蝴蝶恋恋芳香花翻粉翅风扶翠柳作轻吟。,"Bướm luyến hoa hương, phờ phất cánh;
Gió nâng liễu biếc rì rào ngâm."
山水朝宗依旧日门堂聚集瑞鹤新居。,"Non nước triều tông y ngày trước;
Cửa nhà tập phúc nhà tân cư."
宜国宜家新妇女能文能武喜欢男子。,"Thuận nước, thuận nhà, phụ nữ mới
Hay văn, hay vũ, nam nhi tài."
安定几句有用书可以支撑培养成数学新生竹直如儿孙。,"Dưỡng thành số căn tân sinh, trúc trực tự nhi tôn.
Chọn được vài câu sách đúng được, có thể nê lòng;"
炉火煮来增添雅趣醴泉酿成醉春风。,"Lò lửa đun lên thêm thú nhã;
Nước nguồn nấu rượu gió xuân say."
万古功成名显千秋德盛姓氏繁荣。,"Muôn thuở công thành danh hiển đạt;
Nghìn thu đức sáng họ phồn vinh."
我南帝统第一纪长安庙宇的形状万年秋天。,"Ngã Nam đế thống đệ nhất kỳ;
Trường An miếu mạo vạn niên thu."
功于天下太平日道在兵书未出先。,"Có thời bình, công trong thiên hạ;
Không ra trước, đạo ở binh thư."
家庭素讲风声旧花表恩雨露新。,"Nền nếp cũ trong nhà rèn tập;
Mưa móc xưa đẹp về ân ban."
得到相国游览雍雍喜欢的箕裘大振明经树帜正逢甲子初周。,"Được dự chốn cao sang, mừng thấy cơ cừu dựng nghiệp.
Thông kinh nêu cờ quạt, hội may giáp tý tuần đầu."
